	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
26	175	6	RED_6	635	ESPORTS_ARENA_4	MR_INCREDIBLE,MERIDA,HECTOR_BARBOSSA	CHIEF_BOGO,ELASTIGIRL,MIKE,FROZONE	CHIEF_BOGO,MAUI,GENIE:FREEZE,MIGUEL,WALL_E
27	180	6	RED_7	650	ESPORTS_ARENA_4	SALLY,SIMBA_AND_NALA,HUEY_DEWEY_LOUIE	ANGER,JOY,CAPTAIN_HOOK,RAPUNZEL	PETER_PAN,RAFIKI,RANDALL_BOGGS,SCROOGE_MCDUCK,CAPTAIN_HOOK
28	185	6	RED_8	665	ESPORTS_ARENA_4	MALEFICENT,PETER_PAN,QUORRA	MAUI,GOOFY,KIDA,SCROOGE_MCDUCK	[boss]OOGIE_BOOGIE,RAPUNZEL,MADAM_MIM,TIMON_AND_PUMBAA,MERIDA
29	190	6	RED_9	680	ESPORTS_ARENA_4	BAYMAX,JACK_SPARROW,YAX	MR_INCREDIBLE,NICK_WILDE,DASH,FINNICK	[boss]TIMON_AND_PUMBAA,RANDALL_BOGGS,GIZMODUCK,HANK_AND_DORY,POWERLINE
30	195	6	RED_10	695	ESPORTS_ARENA_4	HADES::FALSE,DARKWING_DUCK::FALSE,ELASTIGIRL::FALSE	SHANK::FALSE,MAXIMUS::FALSE,KIDA::FALSE,ELASTIGIRL::FALSE	[boss]MR_INCREDIBLE::FALSE,GOOFY::FALSE,MAXIMUS::FALSE,SIMBA_AND_NALA:SILENCE,MERLIN::FALSE
31	200	6	RED_11	710	ESPORTS_ARENA_4	GERALD_MARLIN_NEMO::FALSE,SALLY::FALSE,DUKE_CABOOM::FALSE	BALOO::FALSE,GERALD_MARLIN_NEMO::FALSE,BEAST::FALSE,LI_SHANG::FALSE	[boss]GERALD_MARLIN_NEMO:ARMOR:FALSE,DASH::FALSE,SIMBA_AND_NALA:ARMOR:FALSE,SCROOGE_MCDUCK::FALSE,WOODY::FALSE
32	205	6	RED_12	725	ESPORTS_ARENA_4	SULLEY::FALSE,DUCKY_AND_BUNNY::FALSE,ANGER::FALSE	WINNIE_THE_POOH::FALSE,OLAF::FALSE,ANGER::FALSE,BASIL::FALSE	[boss]BALOO::FALSE,JACK_JACK::FALSE,MEGAVOLT::FALSE,KING_LOUIE::FALSE,POWERLINE:DEBUFF_CLEAR:FALSE
33	210	6	RED_13	740	ESPORTS_ARENA_4	RALPH::FALSE,MAUI::FALSE,CHESHIRE_CAT::FALSE	BALOO::FALSE,DASH::FALSE,EMPEROR_ZURG::FALSE,MOANA::FALSE	[boss]SALLY::FALSE,BO_PEEP::FALSE,EVIL_QUEEN:STUN:FALSE,ANGER::FALSE,MINNIE_MOUSE::FALSE
34	215	6	RED_14	755	ESPORTS_ARENA_4	SULLEY::FALSE,KIDA::FALSE,URSULA::FALSE	BO_PEEP::FALSE,EMPEROR_ZURG::FALSE,DUCKY_AND_BUNNY::FALSE,WOODY::FALSE	[boss]MAUI::FALSE,DARKWING_DUCK::FALSE,JESSIE::FALSE,EMPEROR_ZURG::FALSE,DR_FACILIER:SKILL1_BUFF:FALSE
35	220	6	RED_15	770	ESPORTS_ARENA_4	BALOO::FALSE,SCROOGE_MCDUCK::FALSE,SHAN_YU::FALSE	OOGIE_BOOGIE::FALSE,DUCKY_AND_BUNNY::FALSE,JACK_SKELLINGTON::FALSE,RANDALL_BOGGS::FALSE	[boss]FELIX::FALSE,CHIEF_BOGO::FALSE,DUKE_CABOOM::FALSE,HANK_AND_DORY::FALSE,MICKEY_MOUSE:DPS:FALSE
36	225	6	RED_16	785	ESPORTS_ARENA_4	OLAF::FALSE,SALLY::FALSE,LAUNCHPAD_MCQUACK::FALSE	MAUI::FALSE,CALHOUN::FALSE,EVE::FALSE,WALL_E::FALSE	[boss]GOOFY::FALSE,SCAR:INVIS:FALSE,PLEAKLEY:DOT,SYNDROME::FALSE,GIZMODUCK::FALSE
37	230	6	RED_17	800	ESPORTS_ARENA_4	RALPH::FALSE,ALADDIN::FALSE,DUCKY_AND_BUNNY::FALSE	REX::FALSE,MADAM_MIM::FALSE,RANDALL_BOGGS::FALSE,BELLE::FALSE	[boss]RALPH::FALSE,FELIX::FALSE,MAXIMUS::FALSE,ANGER:DOT,CHESHIRE_CAT::FALSE
38	235	6	RED_18	815	ESPORTS_ARENA_4	MR_INCREDIBLE::FALSE,DUKE_CABOOM::FALSE,COLETTE::FALSE	SALLY::FALSE,SIMBA_AND_NALA::FALSE,MIKE::FALSE,PLEAKLEY::FALSE	[boss]BO_PEEP::FALSE,GONZO::FALSE,MR_INCREDIBLE::FALSE,SCROOGE_MCDUCK:DAMAGE_STUN,WOODY::FALSE
39	240	6	RED_19	830	ESPORTS_ARENA_4	GOOFY::FALSE,MEGAVOLT::FALSE,STITCH::FALSE	REX::FALSE,ANGER::FALSE,STITCH::FALSE,DR_FACILIER::FALSE	[boss]WINNIE_THE_POOH:HEALING:FALSE,VANELLOPE::FALSE,TIGGER:KNOCKBACK:FALSE,JACK_JACK::FALSE,CHESHIRE_CAT::FALSE
40	245	6	YELLOW	845	ESPORTS_ARENA_4	GOOFY::FALSE,ANGER::FALSE,PLEAKLEY::FALSE	GERALD_MARLIN_NEMO::FALSE,MR_INCREDIBLE::FALSE,CALHOUN::FALSE,LI_SHANG::FALSE	[boss]MOANA,GOOFY::FALSE,ALADDIN::FALSE,MERLIN::FALSE,CAPTAIN_HOOK:SAP:FALSE
41	250	6	YELLOW_1	860	ESPORTS_ARENA_4	BAYMAX::FALSE,BEAST::FALSE,JUMBA::FALSE	BO_PEEP::FALSE,TIGGER::FALSE,BELLE::FALSE,JAFAR::FALSE	[boss]GERALD_MARLIN_NEMO,WINNIE_THE_POOH::FALSE,DUKE_CABOOM::FALSE,MEGARA::FALSE,MINNIE_MOUSE:CHARM:FALSE
42	255	6	YELLOW_2	875	ESPORTS_ARENA_4	MAXIMUS::FALSE,GONZO::FALSE,TIGGER::FALSE	OLAF::FALSE,FELIX::FALSE,MISS_PIGGY::FALSE,WALL_E::FALSE	[boss]WINNIE_THE_POOH::FALSE,SCAR:SPEED:FALSE,SCROOGE_MCDUCK:DAMAGE_STUN,ANIMAL::FALSE,FROZONE::FALSE
43	260	6	YELLOW_3	890	ESPORTS_ARENA_4	RALPH::FALSE,MISS_PIGGY::FALSE,RANDALL_BOGGS::FALSE	CHIEF_BOGO::FALSE,OLAF::FALSE,MOANA::FALSE,DARKWING_DUCK::FALSE	[boss]BAYMAX:SHIELD:FALSE,BUZZ::FALSE,ANGER,DARKWING_DUCK::FALSE,MULAN::FALSE
44	265	6	YELLOW_4	905	ESPORTS_ARENA_4	GONZO::FALSE,HADES::FALSE,STITCH::FALSE	RALPH::FALSE,WINNIE_THE_POOH::FALSE,MOANA::FALSE,BASIL::FALSE	[boss]WINNIE_THE_POOH:HUNNY:FALSE,JACK_SPARROW::FALSE,JACK_SKELLINGTON:DOT:FALSE,JACK_JACK::FALSE,YAX::FALSE
45	270	6	YELLOW_5	920	ESPORTS_ARENA_4	MAXIMUS::FALSE,ELASTIGIRL::FALSE,BUZZ::FALSE	BO_PEEP::FALSE,ROBIN_HOOD::FALSE,MULAN::FALSE,URSULA::FALSE	[boss]REX::FALSE,SHANK::FALSE,GONZO::FALSE,ANGER:DAMAGE_ROLE,MERLIN::FALSE
46	275	6	YELLOW_6	935	ESPORTS_ARENA_4	MAXIMUS::FALSE,WINNIE_THE_POOH::FALSE,MERLIN::FALSE	SALLY::FALSE,MAUI::FALSE,DUKE_CABOOM::FALSE,DUCKY_AND_BUNNY::FALSE	[boss]MAXIMUS:STUDY:FALSE,SULLEY::FALSE,RANDALL_BOGGS::FALSE,NICK_WILDE::FALSE,DUKE_CABOOM::FALSE
47	280	6	YELLOW_7	950	ESPORTS_ARENA_4	SULLEY::FALSE,DUKE_CABOOM::FALSE,SCAR::FALSE	BO_PEEP::FALSE,REX::FALSE,MISS_PIGGY::FALSE,FLYNN_RIDER::FALSE	[boss]OOGIE_BOOGIE,ALADDIN:SPEED:FALSE,SCROOGE_MCDUCK::FALSE,DASH:SHIELD_COUNTER,HECTOR_BARBOSSA::FALSE
48	285	6	YELLOW_8	965	ESPORTS_ARENA_4	GOOFY::FALSE,REX::FALSE,DR_FACILIER::FALSE	WINNIE_THE_POOH::FALSE,JASMINE::FALSE,NICK_WILDE::FALSE,YZMA::FALSE	[boss]GONZO::FALSE,BAYMAX::FALSE,SCROOGE_MCDUCK:DAMAGE_STUN:FALSE,DUKE_CABOOM::FALSE,FLYNN_RIDER::FALSE
49	290	6	YELLOW_9	980	ESPORTS_ARENA_4	BAYMAX::FALSE,PLEAKLEY::FALSE,EVE::FALSE	BO_PEEP::FALSE,CALHOUN::FALSE,EVIL_QUEEN::FALSE,ANIMAL::FALSE	[boss]OOGIE_BOOGIE:SCARE:FALSE,SULLEY::FALSE,SIMBA_AND_NALA::FALSE,EVE::FALSE,BEAST::FALSE
50	295	6	YELLOW_10	995	ESPORTS_ARENA_4	WINNIE_THE_POOH::FALSE,EVE::FALSE,MOANA::FALSE	GOOFY::FALSE,MAUI::FALSE,HECTOR_BARBOSSA::FALSE,FROZONE::FALSE	[boss]GONZO::FALSE,OLAF::FALSE,JESSIE:JUMP_EARLY:FALSE,EVE::FALSE,TIA_DALMA::FALSE
51	300	6	YELLOW_11	1010	ESPORTS_ARENA_4	RALPH::FALSE,STITCH::FALSE,DUKE_CABOOM::FALSE	HADES::FALSE,EVIL_QUEEN::FALSE,DUKE_CABOOM::FALSE,HANK_AND_DORY::FALSE	[boss]OLAF::FALSE,DUCKY_AND_BUNNY::FALSE,PLEAKLEY::FALSE,MISS_PIGGY::FALSE,SYNDROME:STUDY:FALSE
52	305	6	YELLOW_12	1025	ESPORTS_ARENA_4	OOGIE_BOOGIE::FALSE,MAXIMUS::FALSE,MISS_PIGGY::FALSE	HERCULES::FALSE,KIDA::FALSE,JACK_SKELLINGTON::FALSE,LINGUINI_AND_REMY::FALSE	[boss]RALPH::FALSE,MERIDA:FIRE:FALSE,EVIL_QUEEN:SPEED,MINNIE_MOUSE::FALSE,COLETTE::FALSE
53	310	6	YELLOW_13	1040	ESPORTS_ARENA_4	EEYORE::FALSE,ANGER::FALSE,TIA_DALMA::FALSE	OOGIE_BOOGIE::FALSE,STITCH::FALSE,FLYNN_RIDER::FALSE,KEVIN_FLYNN::FALSE	[boss]DUKE_CABOOM::FALSE,CHIEF_BOGO::FALSE,MOANA::FALSE,MEGARA::FALSE,HANK_AND_DORY:HARDY:FALSE
54	315	6	YELLOW_14	1055	ESPORTS_ARENA_4	SWEDISH_CHEF:LOBSTER,RON_STOPPABLE:STUN,EVE::FALSE,HONEY_LEMON:BD_BUFF	SADNESS,MR_BIG_AND_KOSLOV,BUNSEN_AND_BEAKER,LOCK_SHOCK_BARREL::FALSE,DR_DRAKKEN:SILENCE:FALSE	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,BO_PEEP:ARMOR_DEBUFF,MEGAVOLT:TANK_COUNTER,BUNSEN_AND_BEAKER:SPEED,WASABI:SKILL1,KING_LOUIE:SLOW
55	320	6	YELLOW_15	1070	ESPORTS_ARENA_4	CARL:SILENCE,PLEAKLEY::FALSE,KING_LOUIE:SLOW,HELGA::FALSE	WINNIE_THE_POOH:HEALING,MADAM_MIM:ENERGY:FALSE,EVIL_QUEEN:SPEED,SISU::FALSE,DR_DRAKKEN::FALSE	[boss]SLINKY_DOG:SCARED,JACK_SKELLINGTON:DUCK,VINNY_SANTORINI:BLIND,CAPTAIN_AMELIA:SPEED,MINNIE_MOUSE:STUN,MUSHU:CRIT
56	325	6	YELLOW_16	1085	ESPORTS_ARENA_4	MR_BIG_AND_KOSLOV::FALSE,HOPPER:KNOCKBACK,ELASTIGIRL::FALSE,DONALD_DUCK::FALSE	SHERIFF_OF_NOTTINGHAM::FALSE,BO_PEEP:ARMOR_DEBUFF,WINNIE_THE_POOH:HEALING,MANTICORE:DOT,COLETTE	[boss]WINNIE_THE_POOH:HEALING,OOGIE_BOOGIE:SCARE,KIM_POSSIBLE:SCARE,DUKE_CABOOM:CONTROL,POWERLINE:BLIND,BASIL:DOT
57	330	6	YELLOW_17	1100	ESPORTS_ARENA_4	BAYMAX:SHIELD,BO_PEEP::FALSE,BELLE::FALSE,VINNY_SANTORINI:SPEED	BARLEY_LIGHTFOOT:SKILL1,RON_STOPPABLE:STUN,STITCH:BITE,THE_UNDERMINER::FALSE,WINIFRED_SANDERSON:SP	[boss]MR_BIG_AND_KOSLOV:SCARED_FROZEN,BARLEY_LIGHTFOOT:QUEST,STITCH:SLOW,TIGGER:ENERGY,ZEUS:TENACITY_REDUC,ARIEL:TRUE_DAMAGE_REDUCE
58	335	6	YELLOW_18	1115	ESPORTS_ARENA_4	CLAWHAUSER:FALSE,RANDALL_BOGGS::FALSE,BELLE:SAP,KIM_POSSIBLE::FALSE	SADNESS::FALSE,HADES:TANK,BAYMAX:FREEZE,QUORRA:SHIELD,JUMBA	[boss]PACHA:TANK,SHANK:ARMOR,MADAM_MIM:DAMAGE,EVIL_QUEEN:SPEED,WINIFRED_SANDERSON:SP,JOY:DISABLE
59	340	6	YELLOW_19	1130	ESPORTS_ARENA_4	SWEDISH_CHEF:FATIGUE,DARKWING_DUCK:CRIT,VINNY_SANTORINI:BLIND,MEGAVOLT::FALSE	FRED_FREDERICKSON:SKILL2,RANDALL_BOGGS:TRUE_DMG,ANGER:DAMAGE_ROLE,BELLE:SPEED,ANGEL:SILENCE	[boss]SALLY:REALITY,ELSA:FREEZE,BUNSEN_AND_BEAKER:SPEED,STITCH:BITE,JOY:DISABLE,BELLE:SAP
60	345	6	YELLOW_20	1145	ESPORTS_ARENA_4	GONZO:SHIELD_BUFF,RANDALL_BOGGS:DODGE,THE_UNDERMINER::FALSE,JOY:DISABLE	GONZO:SHIELD_BUFF,SHAN_YU::FALSE,RAYA:ENDURE,MANTICORE::FALSE,FLIK:ENERGY	[boss]CLAWHAUSER:REALITY,PACHA:SUPPORT,DARKWING_DUCK:CRIT,ANGER:DAMAGE_ROLE,CHESHIRE_CAT:SAP,BUNSEN_AND_BEAKER:SPEED
61	350	6	YELLOW_21	1160	ESPORTS_ARENA_4	SWEDISH_CHEF:LOBSTER,DEMONA:SKILL3,RAYA::FALSE,MINNIE_MOUSE:CHARM	WINNIE_THE_POOH,ANGER:DAMAGE_ROLE:FALSE,ROCKETEER::FALSE,THE_UNDERMINER:BD,MADAM_MIM:ENERGY	[boss]SADNESS:CRIT,BALOO:CHARM,EVIL_QUEEN:STUN,MANTICORE:CURSE,KRISTOFF_AND_SVEN:HEAL,JACK_SKELLINGTON:DUCK
62	355	6	YELLOW_22	1175	ESPORTS_ARENA_4	SALLY:POISON,BALOO::FALSE,DEMONA:SKILL3,CHESHIRE_CAT:INVISIBLE	HADES:DOT,MULAN:KNOCKBACK:FALSE,MANTICORE:CURSE,TIMON_AND_PUMBAA::FALSE,DONALD_DUCK::FALSE	[boss]SHANK:ENERGY,CARL:HEAL,OOGIE_BOOGIE:SCARE,BOLT:SKILL3,SYNDROME:STUDY,MISS_PIGGY:KNOCK_BACK
63	360	6	YELLOW_23	1190	ESPORTS_ARENA_4	EEYORE:DISABLE_STUN,FRED_FREDERICKSON::FALSE,MANTICORE::FALSE,CAPTAIN_AMELIA:SKILL	SALLY:REALITY,TIGGER:KNOCKBACK:FALSE,MANTICORE:CURSE,ARIEL::FALSE,IAN_LIGHTFOOT::FALSE	[boss]HADES:DOT,SHANK:ARMOR,SWEDISH_CHEF:LOBSTER,SIMBA_AND_NALA:SILENCE,ESMERALDA:BLIND,HOPPER:KNOCKBACK
64	365	6	YELLOW_24	1205	ESPORTS_ARENA_4	SWEDISH_CHEF:FATIGUE,EVIL_QUEEN:SPEED,BUNSEN_AND_BEAKER::FALSE,ANGEL:BERSERK	PACHA:TANK,SHEGO::FALSE,PETER_PAN:SKILL3,RON_STOPPABLE::FALSE,FLIK:ENERGY	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,ROCKETEER:SKILL1,ELSA:SHIELD,JASMINE:RAJAH_SKILL1,CHESHIRE_CAT:SAP,RANDALL_BOGGS:DODGE
65	370	6	YELLOW_25	1220	ESPORTS_ARENA_4	BAYMAX:FREEZE,ZEUS::FALSE,SCAR:SPEED,SCROOGE_MCDUCK::FALSE	GOOFY,GERALD_MARLIN_NEMO,ROCKETEER,POWERLINE::FALSE,SYNDROME:STUDY:FALSE	[boss]BARLEY_LIGHTFOOT:QUEST,DUKE_CABOOM:HEAL,BUNSEN_AND_BEAKER:DIVERT,CAPTAIN_AMELIA:SKILL,MUSHU:BLIND,JOY:ARMOR
66	375	6	YELLOW_26	1235	ESPORTS_ARENA_4	SADNESS:SORROW,DAISY_DUCK:SCARE,THE_MAYOR:SAP,FLASH:SKILL3_PRECISE	JAKE_LONG:HEAL,BALOO:HOT,SCROOGE_MCDUCK:PULL_STUN,GASTON:DAMAGE,CINDERELLA:BLIND	[boss]QUASIMODO:SHIELDS,GOLIATH:ARMOR,MAUI:BITE,RON_STOPPABLE:HEAL,CINDERELLA:BLIND,DUKE_CABOOM:CONTROL
67	380	6	YELLOW_27	1250	ESPORTS_ARENA_4	HERCULES:CONTROL,GERALD_MARLIN_NEMO:INVINCIBLE,MERIDA:ICE,SARAH_SANDERSON:TANK	SLINKY_DOG:SHIELD,SWEDISH_CHEF:LOBSTER,KIDA:ENERGY,CAPTAIN_AMELIA:SPEED,RON_STOPPABLE:HEAL	[boss]CHIEF_BOGO:HEALS,PETE:TANKY,TIGGER:KNOCKBACK,MOTHER_GOTHEL:ENDURE,URSULA:CONTROL,ELSA:SHIELD
68	385	6	YELLOW_28	1265	ESPORTS_ARENA_4	LITTLE_JOHN:DODGE,BUNSEN_AND_BEAKER:DIVERT,SHAN_YU:SHIELD,LI_SHANG:SILENCE	MEILIN_LEE:TANKY,REX:SHIELD_COUNTER,RON_STOPPABLE:HEAL,STATLER_AND_WALDORF:SKILL2_BUFF,FLYNN_RIDER:SKILL2_BUFF	[boss]PHOEBUS:SHIELDS,MAUI:BITE,BARLEY_LIGHTFOOT:QUEST,TWENTY_TWO:FATIGUE,AGENT_P:STUN,SHAN_YU:SHIELD
69	390	6	YELLOW_29	1280	ESPORTS_ARENA_4	PHOEBUS:SHIELDS,BARLEY_LIGHTFOOT:QUEST,VANELLOPE:BACKLINE,ARIEL:SHIELD	SWEETUMS:FATIGUE,MEILIN_LEE:SHIELDS,RON_STOPPABLE:STUN,AGENT_P:SKILL4_BUFF,KERMIT:TANK	[boss]NEGADUCK:WEAKNESS,PEGASUS:SPEED,SHEGO:FANTASTIC,BOLT:SKILL3,ZEUS:TENACITY_REDUC,FLASH:SKILL3_PRECISE
70	395	6	YELLOW_30	1295	ESPORTS_ARENA_4	CHEF_SKINNER:DAMAGE,LITTLE_JOHN:DODGE,PEGASUS:DETERMINATION,HIRO:SUMMON	PRINCE_PHILLIP:TANK,BAYMAX:FREEZE,SIMBA_AND_NALA:SILENCE,DR_DRAKKEN:REFLECT,MIGUEL:FREEZE	[boss]QUASIMODO:SHIELDS,BUNSEN_AND_BEAKER:DIVERT,DUFF_KILLIGAN:ENERGY,HAMM:SAP,LILO:SCARE,QUORRA:CRIT
71	400	6	EMERALD	1310	ESPORTS_ARENA_4	PRINCE_PHILLIP:SUPPORT,FRED_FREDERICKSON:BLIND,DUFF_KILLIGAN:ENERGY,KIDA:SKILL1_BUFF	CHEF_SKINNER:DAMAGE,RAYA:BD_GAIN,NEGADUCK:TANKY,LOCK_SHOCK_BARREL:FATIGUE,POWERLINE:BLIND	[boss]GO_GO:SLOW,PHOEBUS:TANKY,BALOO:CHARM,DASH:SHIELD_COUNTER,DISGUST:SILENCE,ELASTIGIRL:BACKLINE
72	405	6	EMERALD_1	1325	ESPORTS_ARENA_4	OOGIE_BOOGIE:POWER,FRED_FREDERICKSON:BLIND,ELSA:FREEZE,NEGADUCK:TANKY	SALLY:REALITY,EMPEROR_ZURG:ENERGY_TO_ALLY,MOTHER_GOTHEL:ENDURE,EVIL_QUEEN:STUN,FLIK:ENERGY	[boss]SALLY:POISON,HECTOR_BARBOSSA:STUDY,EVIL_QUEEN:SPEED,CHIP_AND_DALE:SKILL3,LI_SHANG:BLIND,ESMERALDA:BLIND
73	410	6	EMERALD_2	1340	ESPORTS_ARENA_4	EEYORE:SKILL4_BUFF,MAXIMUS:BUFF_REMOVAL,ROSE:COMBO,KAA:TANK	PHOEBUS:TANKY,RALPH:HEALING,SHEGO:ENERGIZED,DUCKY_AND_BUNNY:ALLY_ROLE,MAD_HATTER:CHARMED	[boss]SULLEY:STUN_COUNTER,EMPEROR_ZURG:TANK_COUNTER,WASABI:ENERGY,MERIDA:FIRE,BASIL:DOT,DEMONA:SKILL3
