	HERO	ICON	KEY
45	NICK_WILDE	Emoji_Expressions_Zootopia_Nick_PowerUp	NICK_WILDE_POWER
46	NICK_WILDE	Emoji_Expressions_Zootopia_Nick_Scared	NICK_WILDE_SCARED
47	NICK_WILDE	Emoji_Expressions_Zootopia_Nick_Sleeping	NICK_WILDE_SLEEP
48	NICK_WILDE	Emoji_Expressions_Zootopia_Nick_Surprised	NICK_WILDE_SURPRISE
49	FINNICK	Emoji_Expressions_Zootopia_Finnick_Default	FINNICK_SMILE
50	FINNICK	Emoji_Expressions_Zootopia_Finnick_Excited	FINNICK_EXCITE
51	FINNICK	Emoji_Expressions_Zootopia_Finnick_Gross	FINNICK_GROSS
52	FINNICK	Emoji_Expressions_Zootopia_Finnick_Love	FINNICK_LOVE
53	FINNICK	Emoji_Expressions_Zootopia_Finnick_PowerUp	FINNICK_POWER
54	FINNICK	Emoji_Expressions_Zootopia_Finnick_Scared	FINNICK_SCARED
55	FINNICK	Emoji_Expressions_Zootopia_Finnick_Sleeping	FINNICK_SLEEP
56	FINNICK	Emoji_Expressions_Zootopia_Finnick_Surprised	FINNICK_SURPRISE
57	CHIEF_BOGO	Emoji_Expressions_Zootopia_Bogo_Default	CHIEF_BOGO_SMILE
58	CHIEF_BOGO	Emoji_Expressions_Zootopia_Bogo_Excited	CHIEF_BOGO_EXCITE
59	CHIEF_BOGO	Emoji_Expressions_Zootopia_Bogo_Gross	CHIEF_BOGO_GROSS
60	CHIEF_BOGO	Emoji_Expressions_Zootopia_Bogo_Love	CHIEF_BOGO_LOVE
61	CHIEF_BOGO	Emoji_Expressions_Zootopia_Bogo_PowerUp	CHIEF_BOGO_POWER
62	CHIEF_BOGO	Emoji_Expressions_Zootopia_Bogo_Scared	CHIEF_BOGO_SCARED
63	CHIEF_BOGO	Emoji_Expressions_Zootopia_Bogo_Sleeping	CHIEF_BOGO_SLEEP
64	CHIEF_BOGO	Emoji_Expressions_Zootopia_Bogo_Surprised	CHIEF_BOGO_SURPRISE
65	YAX	Emoji_Expressions_Zootopia_Yax_Default	YAX_SMILE
66	YAX	Emoji_Expressions_Zootopia_Yax_Excited	YAX_EXCITE
67	YAX	Emoji_Expressions_Zootopia_Yax_Gross	YAX_GROSS
68	YAX	Emoji_Expressions_Zootopia_Yax_Love	YAX_LOVE
69	YAX	Emoji_Expressions_Zootopia_Yax_PowerUp	YAX_POWER
70	YAX	Emoji_Expressions_Zootopia_Yax_Scared	YAX_SCARED
71	YAX	Emoji_Expressions_Zootopia_Yax_Sleeping	YAX_SLEEP
72	YAX	Emoji_Expressions_Zootopia_Yax_Surprised	YAX_SURPRISE
73	MR_INCREDIBLE	Emoji_Incredibles_MrIncredible_Default	MR_INCREDIBLE_SMILE
74	MR_INCREDIBLE	Emoji_Incredibles_MrIncredible_Excited	MR_INCREDIBLE_EXCITE
75	MR_INCREDIBLE	Emoji_Incredibles_MrIncredible_Gross	MR_INCREDIBLE_GROSS
76	MR_INCREDIBLE	Emoji_Incredibles_MrIncredible_Love	MR_INCREDIBLE_LOVE
77	MR_INCREDIBLE	Emoji_Incredibles_MrIncredible_PowerUp	MR_INCREDIBLE_POWER
78	MR_INCREDIBLE	Emoji_Incredibles_MrIncredible_Scared	MR_INCREDIBLE_SCARED
79	MR_INCREDIBLE	Emoji_Incredibles_MrIncredible_Sleeping	MR_INCREDIBLE_SLEEP
80	MR_INCREDIBLE	Emoji_Incredibles_MrIncredible_Surprised	MR_INCREDIBLE_SURPRISE
81	ELASTIGIRL	Emoji_Incredibles_MrsIncredible_Default	ELASTIGIRL_SMILE
82	ELASTIGIRL	Emoji_Incredibles_MrsIncredible_Excited	ELASTIGIRL_EXCITE
83	ELASTIGIRL	Emoji_Incredibles_MrsIncredible_Gross	ELASTIGIRL_GROSS
84	ELASTIGIRL	Emoji_Incredibles_MrsIncredible_Love	ELASTIGIRL_LOVE
85	ELASTIGIRL	Emoji_Incredibles_MrsIncredible_PowerUp	ELASTIGIRL_POWER
86	ELASTIGIRL	Emoji_Incredibles_MrsIncredible_Scared	ELASTIGIRL_SCARED
87	ELASTIGIRL	Emoji_Incredibles_MrsIncredible_Sleeping	ELASTIGIRL_SLEEP
88	ELASTIGIRL	Emoji_Incredibles_MrsIncredible_Surprised	ELASTIGIRL_SURPRISE
89	DASH	Emoji_Incredibles_Dash_Default	DASH_SMILE
90	DASH	Emoji_Incredibles_Dash_Excited	DASH_EXCITE
91	DASH	Emoji_Incredibles_Dash_Gross	DASH_GROSS
92	DASH	Emoji_Incredibles_Dash_Love	DASH_LOVE
93	DASH	Emoji_Incredibles_Dash_PowerUp	DASH_POWER
94	DASH	Emoji_Incredibles_Dash_Scared	DASH_SCARED
95	DASH	Emoji_Incredibles_Dash_Sleeping	DASH_SLEEP
96	DASH	Emoji_Incredibles_Dash_Surprised	DASH_SURPRISE
97	FROZONE	Emoji_Incredibles_Frozone_Default	FROZONE_SMILE
98	FROZONE	Emoji_Incredibles_Frozone_Excited	FROZONE_EXCITE
99	FROZONE	Emoji_Incredibles_Frozone_Gross	FROZONE_GROSS
100	FROZONE	Emoji_Incredibles_Frozone_Love	FROZONE_LOVE
101	FROZONE	Emoji_Incredibles_Frozone_PowerUp	FROZONE_POWER
102	FROZONE	Emoji_Incredibles_Frozone_Worried	FROZONE_SCARED
103	FROZONE	Emoji_Incredibles_Frozone_Sleeping	FROZONE_SLEEP
104	FROZONE	Emoji_Incredibles_Frozone_Surprised	FROZONE_SURPRISE
105	JACK_JACK	Emoji_Incredibles_JackJack_Default	JACK_JACK_SMILE
106	JACK_JACK	Emoji_Incredibles_JackJack_Excited	JACK_JACK_EXCITE
107	JACK_JACK	Emoji_Incredibles_JackJack_Gross	JACK_JACK_GROSS
108	JACK_JACK	Emoji_Incredibles_JackJack_Love	JACK_JACK_LOVE
109	JACK_JACK	Emoji_Incredibles_JackJack_PowerUp	JACK_JACK_POWER
110	JACK_JACK	Emoji_Incredibles_JackJack_Scared	JACK_JACK_SCARED
111	JACK_JACK	Emoji_Incredibles_JackJack_Sleeping	JACK_JACK_SLEEP
112	JACK_JACK	Emoji_Incredibles_JackJack_Surprised	JACK_JACK_SURPRISE
113	VIOLET	Emoji_Incredibles_Violet_Default	VIOLET_SMILE
114	VIOLET	Emoji_Incredibles_Violet_Excited	VIOLET_EXCITE
115	VIOLET	Emoji_Incredibles_Violet_Gross	VIOLET_GROSS
116	VIOLET	Emoji_Incredibles_Violet_Love	VIOLET_LOVE
117	VIOLET	Emoji_Incredibles_Violet_PowerUp	VIOLET_POWER
118	VIOLET	Emoji_Incredibles_Violet_Scared	VIOLET_SCARED
119	VIOLET	Emoji_Incredibles_Violet_Sleeping	VIOLET_SLEEP
120	VIOLET	Emoji_Incredibles_Violet_Surprised	VIOLET_SURPRISE
121	BUZZ	Emoji_Expressions_ToyStory_Buzz_Default	BUZZ_SMILE
122	BUZZ	Emoji_Expressions_ToyStory_Buzz_Excited	BUZZ_EXCITE
123	BUZZ	Emoji_Expressions_ToyStory_Buzz_Gross	BUZZ_GROSS
124	BUZZ	Emoji_Expressions_ToyStory_Buzz_Love	BUZZ_LOVE
125	BUZZ	Emoji_Expressions_ToyStory_Buzz_PowerUp	BUZZ_POWER
126	BUZZ	Emoji_Expressions_ToyStory_Buzz_Scared	BUZZ_SCARED
127	BUZZ	Emoji_Expressions_ToyStory_Buzz_Sleeping	BUZZ_SLEEP
128	BUZZ	Emoji_Expressions_ToyStory_Buzz_Surprised	BUZZ_SURPRISE
129	WOODY	Emoji_Expressions_ToyStory_Woody_Default	WOODY_SMILE
130	WOODY	Emoji_Expressions_ToyStory_Woody_Excited	WOODY_EXCITE
131	WOODY	Emoji_Expressions_ToyStory_Woody_Gross	WOODY_GROSS
132	WOODY	Emoji_Expressions_ToyStory_Woody_Love	WOODY_LOVE
133	WOODY	Emoji_Expressions_ToyStory_Woody_PowerUp	WOODY_POWER
134	WOODY	Emoji_Expressions_ToyStory_Woody_Scared	WOODY_SCARED
135	WOODY	Emoji_Expressions_ToyStory_Woody_Sleeping	WOODY_SLEEP
136	WOODY	Emoji_Expressions_ToyStory_Woody_Surprised	WOODY_SURPRISE
137	REX	Emoji_Expressions_ToyStory_Rex_Default	REX_SMILE
138	REX	Emoji_Expressions_ToyStory_Rex_Excited	REX_EXCITE
139	REX	Emoji_Expressions_ToyStory_Rex_Gross	REX_GROSS
140	REX	Emoji_Expressions_ToyStory_Rex_Love	REX_LOVE
141	REX	Emoji_Expressions_ToyStory_Rex_PowerUp	REX_POWER
142	REX	Emoji_Expressions_ToyStory_Rex_Scared	REX_SCARED
143	REX	Emoji_Expressions_ToyStory_Rex_Sleeping	REX_SLEEP
144	REX	Emoji_Expressions_ToyStory_Rex_Surprised	REX_SURPRISE
145	EMPEROR_ZURG	Emoji_Expressions_ToyStory_Zurg_Default	EMPEROR_ZURG_SMILE
146	EMPEROR_ZURG	Emoji_Expressions_ToyStory_Zurg_Excited	EMPEROR_ZURG_EXCITE
147	EMPEROR_ZURG	Emoji_Expressions_ToyStory_Zurg_Gross	EMPEROR_ZURG_GROSS
148	EMPEROR_ZURG	Emoji_Expressions_ToyStory_Zurg_Love	EMPEROR_ZURG_LOVE
149	EMPEROR_ZURG	Emoji_Expressions_ToyStory_Zurg_PowerUp	EMPEROR_ZURG_POWER
150	EMPEROR_ZURG	Emoji_Expressions_ToyStory_Zurg_Scared	EMPEROR_ZURG_SCARED
151	EMPEROR_ZURG	Emoji_Expressions_ToyStory_Zurg_Sleeping	EMPEROR_ZURG_SLEEP
152	EMPEROR_ZURG	Emoji_Expressions_ToyStory_Zurg_Surprised	EMPEROR_ZURG_SURPRISE
153	JESSIE	Emoji_Expressions_ToyStory_Jessie_Default	JESSIE_SMILE
154	JESSIE	Emoji_Expressions_ToyStory_Jessie_Excited	JESSIE_EXCITE
155	JESSIE	Emoji_Expressions_ToyStory_Jessie_Gross	JESSIE_GROSS
156	JESSIE	Emoji_Expressions_ToyStory_Jessie_Love	JESSIE_LOVE
157	JESSIE	Emoji_Expressions_ToyStory_Jessie_PowerUp	JESSIE_POWER
158	JESSIE	Emoji_Expressions_ToyStory_Jessie_Scared	JESSIE_SCARED
159	JESSIE	Emoji_Expressions_ToyStory_Jessie_Sleeping	JESSIE_SLEEP
160	JESSIE	Emoji_Expressions_ToyStory_Jessie_Surprised	JESSIE_SURPRISE
161	SULLEY	Emoji_Expressions_MonstersInc_Sulley_Default	SULLEY_SMILE
162	SULLEY	Emoji_Expressions_MonstersInc_Sulley_Excited	SULLEY_EXCITE
163	SULLEY	Emoji_Expressions_MonstersInc_Sulley_Gross	SULLEY_GROSS
164	SULLEY	Emoji_Expressions_MonstersInc_Sulley_Love	SULLEY_LOVE
165	SULLEY	Emoji_Expressions_MonstersInc_Sulley_PowerUp	SULLEY_POWER
166	SULLEY	Emoji_Expressions_MonstersInc_Sulley_Scared	SULLEY_SCARED
167	SULLEY	Emoji_Expressions_MonstersInc_Sulley_Sleeping	SULLEY_SLEEP
168	SULLEY	Emoji_Expressions_MonstersInc_Sulley_Surprised	SULLEY_SURPRISE
169	MIKE	Emoji_Expressions_MonstersInc_Mike_Default	MIKE_SMILE
170	MIKE	Emoji_Expressions_MonstersInc_Mike_Excited	MIKE_EXCITE
171	MIKE	Emoji_Expressions_MonstersInc_Mike_Gross	MIKE_GROSS
172	MIKE	Emoji_Expressions_MonstersInc_Mike_Love	MIKE_LOVE
173	MIKE	Emoji_Expressions_MonstersInc_Mike_PowerUp	MIKE_POWER
174	MIKE	Emoji_Expressions_MonstersInc_Mike_Scared	MIKE_SCARED
175	MIKE	Emoji_Expressions_MonstersInc_Mike_Sleeping	MIKE_SLEEP
176	MIKE	Emoji_Expressions_MonstersInc_Mike_Surprised	MIKE_SURPRISE
177	MERIDA	Emoji_Expressions_Brave_Merida_Default	MERIDA_SMILE
178	MERIDA	Emoji_Expressions_Brave_Merida_Excited	MERIDA_EXCITE
179	MERIDA	Emoji_Expressions_Brave_Merida_Gross	MERIDA_GROSS
180	MERIDA	Emoji_Expressions_Brave_Merida_Love	MERIDA_LOVE
181	MERIDA	Emoji_Expressions_Brave_Merida_PowerUp	MERIDA_POWER
182	MERIDA	Emoji_Expressions_Brave_Merida_Scared	MERIDA_SCARED
183	MERIDA	Emoji_Expressions_Brave_Merida_Sleeping	MERIDA_SLEEP
184	MERIDA	Emoji_Expressions_Brave_Merida_Surprised	MERIDA_SURPRISE
185	WALL_E	Emoji_Expressions_WallE_WallE_Default	WALL_E_SMILE
186	WALL_E	Emoji_Expressions_WallE_WallE_Excited	WALL_E_EXCITE
187	WALL_E	Emoji_Expressions_WallE_WallE_Gross	WALL_E_GROSS
188	WALL_E	Emoji_Expressions_WallE_WallE_Love	WALL_E_LOVE
189	WALL_E	Emoji_Expressions_WallE_WallE_PowerUp	WALL_E_POWER
190	WALL_E	Emoji_Expressions_WallE_WallE_Scared	WALL_E_SCARED
191	WALL_E	Emoji_Expressions_WallE_WallE_Sleeping	WALL_E_SLEEP
192	WALL_E	Emoji_Expressions_WallE_WallE_Surprised	WALL_E_SURPRISE
193	EVE	Emoji_Expressions_WallE_Eve_Default	EVE_SMILE
194	EVE	Emoji_Expressions_WallE_Eve_Excited	EVE_EXCITE
195	EVE	Emoji_Expressions_WallE_Eve_Gross	EVE_GROSS
196	EVE	Emoji_Expressions_WallE_Eve_Love	EVE_LOVE
197	EVE	Emoji_Expressions_WallE_Eve_PowerUp	EVE_POWER
198	EVE	Emoji_Expressions_WallE_Eve_Scared	EVE_SCARED
199	EVE	Emoji_Expressions_WallE_Eve_Sleeping	EVE_SLEEP
200	EVE	Emoji_Expressions_WallE_Eve_Surprised	EVE_SURPRISE
201	JACK_SPARROW	Emoji_Expressions_Pirates_JackSparrow_Default	JACK_SPARROW_SMILE
202	JACK_SPARROW	Emoji_Expressions_Pirates_JackSparrow_Excited	JACK_SPARROW_EXCITE
203	JACK_SPARROW	Emoji_Expressions_Pirates_JackSparrow_Gross	JACK_SPARROW_GROSS
204	JACK_SPARROW	Emoji_Expressions_Pirates_JackSparrow_Love	JACK_SPARROW_LOVE
205	JACK_SPARROW	Emoji_Expressions_Pirates_JackSparrow_PowerUp	JACK_SPARROW_POWER
206	JACK_SPARROW	Emoji_Expressions_Pirates_JackSparrow_Scared	JACK_SPARROW_SCARED
207	JACK_SPARROW	Emoji_Expressions_Pirates_JackSparrow_Sleeping	JACK_SPARROW_SLEEP
208	JACK_SPARROW	Emoji_Expressions_Pirates_JackSparrow_Surprised	JACK_SPARROW_SURPRISE
209	HECTOR_BARBOSSA	Emoji_Expressions_Pirates_Barbossa_Default	HECTOR_BARBOSSA_SMILE
210	HECTOR_BARBOSSA	Emoji_Expressions_Pirates_Barbossa_Excited	HECTOR_BARBOSSA_EXCITE
211	HECTOR_BARBOSSA	Emoji_Expressions_Pirates_Barbossa_Gross	HECTOR_BARBOSSA_GROSS
212	HECTOR_BARBOSSA	Emoji_Expressions_Pirates_Barbossa_Love	HECTOR_BARBOSSA_LOVE
213	HECTOR_BARBOSSA	Emoji_Expressions_Pirates_Barbossa_PowerUp	HECTOR_BARBOSSA_POWER
214	HECTOR_BARBOSSA	Emoji_Expressions_Pirates_Barbossa_Scared	HECTOR_BARBOSSA_SCARED
215	HECTOR_BARBOSSA	Emoji_Expressions_Pirates_Barbossa_Sleeping	HECTOR_BARBOSSA_SLEEP
216	HECTOR_BARBOSSA	Emoji_Expressions_Pirates_Barbossa_Surprised	HECTOR_BARBOSSA_SURPRISE
217	TIA_DALMA	Emoji_Expressions_Pirates_TiaDalma_Default	TIA_DALMA_SMILE
218	TIA_DALMA	Emoji_Expressions_Pirates_TiaDalma_Excited	TIA_DALMA_EXCITE
219	TIA_DALMA	Emoji_Expressions_Pirates_TiaDalma_Gross	TIA_DALMA_GROSS
220	TIA_DALMA	Emoji_Expressions_Pirates_TiaDalma_Love	TIA_DALMA_LOVE
221	TIA_DALMA	Emoji_Expressions_Pirates_TiaDalma_PowerUp	TIA_DALMA_POWER
222	TIA_DALMA	Emoji_Expressions_Pirates_TiaDalma_Scared	TIA_DALMA_SCARED
223	TIA_DALMA	Emoji_Expressions_Pirates_TiaDalma_Sleeping	TIA_DALMA_SLEEP
224	TIA_DALMA	Emoji_Expressions_Pirates_TiaDalma_Surprised	TIA_DALMA_SURPRISE
225	MOANA	Emoji_Expressions_Moana_Moana_Default	MOANA_SMILE
226	MOANA	Emoji_Expressions_Moana_Moana_Excited	MOANA_EXCITE
227	MOANA	Emoji_Expressions_Moana_Moana_Gross	MOANA_GROSS
228	MOANA	Emoji_Expressions_Moana_Moana_Love	MOANA_LOVE
229	MOANA	Emoji_Expressions_Moana_Moana_PowerUp	MOANA_POWER
230	MOANA	Emoji_Expressions_Moana_Moana_Scared	MOANA_SCARED
231	MOANA	Emoji_Expressions_Moana_Sleeping	MOANA_SLEEP
232	MOANA	Emoji_Expressions_Moana_Moana_Surprised	MOANA_SURPRISE
233	MAUI	Emoji_Expressions_Moana_Maui_Default	MAUI_SMILE
234	MAUI	Emoji_Expressions_Moana_Maui_Excited	MAUI_EXCITE
235	MAUI	Emoji_Expressions_Moana_Maui_Gross	MAUI_GROSS
236	MAUI	Emoji_Expressions_Moana_Maui_Love	MAUI_LOVE
237	MAUI	Emoji_Expressions_Moana_Maui_PowerUp	MAUI_POWER
238	MAUI	Emoji_Expressions_Moana_Maui_Scared	MAUI_SCARED
239	MAUI	Emoji_Expressions_Moana_Maui_Sleeping	MAUI_SLEEP
240	MAUI	Emoji_Expressions_Moana_Maui_Surprised	MAUI_SURPRISE
241	STITCH	Emoji_Expressions_LiloAndStitch_Stitch_Default	STITCH_SMILE
242	STITCH	Emoji_Expressions_LiloAndStitch_Stitch_Excited	STITCH_EXCITE
243	STITCH	Emoji_Expressions_LiloAndStitch_Stitch_Gross	STITCH_GROSS
244	STITCH	Emoji_Expressions_LiloAndStitch_Stitch_Love	STITCH_LOVE
245	STITCH	Emoji_Expressions_LiloAndStitch_Stitch_PowerUp	STITCH_POWER
246	STITCH	Emoji_Expressions_LiloAndStitch_Stitch_Scared	STITCH_SCARED
247	STITCH	Emoji_Expressions_LiloAndStitch_Stitch_Sleeping	STITCH_SLEEP
248	STITCH	Emoji_Expressions_LiloAndStitch_Stitch_Surprised	STITCH_SURPRISE
249	ROBIN_HOOD	Emoji_Expressions_Robin_Hood_Default	ROBIN_HOOD_SMILE
250	ROBIN_HOOD	Emoji_Expressions_Robin_Hood_Excited	ROBIN_HOOD_EXCITE
251	ROBIN_HOOD	Emoji_Expressions_Robin_Hood_Gross	ROBIN_HOOD_GROSS
252	ROBIN_HOOD	Emoji_Expressions_Robin_Hood_Love	ROBIN_HOOD_LOVE
253	ROBIN_HOOD	Emoji_Expressions_Robin_Hood_PowerUp	ROBIN_HOOD_POWER
254	ROBIN_HOOD	Emoji_Expressions_Robin_Hood_Scared	ROBIN_HOOD_SCARED
255	ROBIN_HOOD	Emoji_Expressions_Robin_Hood_Sleeping	ROBIN_HOOD_SLEEP
256	ROBIN_HOOD	Emoji_Expressions_Robin_Hood_Surprised	ROBIN_HOOD_SURPRISE
257	BO_PEEP	Emoji_Expressions_Bo_Peep_Default	BO_PEEP_SMILE
258	BO_PEEP	Emoji_Expressions_Bo_Peep_Excited	BO_PEEP_EXCITE
259	BO_PEEP	Emoji_Expressions_Bo_Peep_Gross	BO_PEEP_GROSS
260	BO_PEEP	Emoji_Expressions_Bo_Peep_Love	BO_PEEP_LOVE
261	BO_PEEP	Emoji_Expressions_Bo_Peep_PowerUp	BO_PEEP_POWER
262	BO_PEEP	Emoji_Expressions_Bo_Peep_Scared	BO_PEEP_SCARED
263	BO_PEEP	Emoji_Expressions_Bo_Peep_Sleeping	BO_PEEP_SLEEP
264	BO_PEEP	Emoji_Expressions_Bo_Peep_Surprised	BO_PEEP_SURPRISE
265	JOY	Emoji_Expressions_Joy_Default	JOY_SMILE
266	JOY	Emoji_Expressions_Joy_Excited	JOY_EXCITE
267	JOY	Emoji_Expressions_Joy_Gross	JOY_GROSS
268	JOY	Emoji_Expressions_Joy_Love	JOY_LOVE
269	JOY	Emoji_Expressions_Joy_PowerUp	JOY_POWER
270	JOY	Emoji_Expressions_Joy_Scared	JOY_SCARED
271	JOY	Emoji_Expressions_Joy_Sleeping	JOY_SLEEP
272	JOY	Emoji_Expressions_Joy_Surprised	JOY_SURPRISE
273	ANGER	Emoji_Expressions_Anger_Default	ANGER_SMILE
274	ANGER	Emoji_Expressions_Anger_Excited	ANGER_EXCITE
275	ANGER	Emoji_Expressions_Anger_Gross	ANGER_GROSS
276	ANGER	Emoji_Expressions_Anger_Love	ANGER_LOVE
277	ANGER	Emoji_Expressions_Anger_PowerUp	ANGER_POWER
278	ANGER	Emoji_Expressions_Anger_Scared	ANGER_SCARED
279	ANGER	Emoji_Expressions_Anger_Sleeping	ANGER_SLEEP
280	ANGER	Emoji_Expressions_Anger_Surprised	ANGER_SURPRISE
281	ALADDIN	Emoji_Expressions_Aladdin_Default	ALADDIN_SMILE
282	ALADDIN	Emoji_Expressions_Aladdin_Excited	ALADDIN_EXCITE
283	ALADDIN	Emoji_Expressions_Aladdin_Gross	ALADDIN_GROSS
284	ALADDIN	Emoji_Expressions_Aladdin_Love	ALADDIN_LOVE
285	ALADDIN	Emoji_Expressions_Aladdin_PowerUp	ALADDIN_POWER
286	ALADDIN	Emoji_Expressions_Aladdin_Scared	ALADDIN_SCARED
287	ALADDIN	Emoji_Expressions_Aladdin_Sleeping	ALADDIN_SLEEP
288	ALADDIN	Emoji_Expressions_Aladdin_Surprised	ALADDIN_SURPRISE
289	GENIE	Emoji_Expressions_Genie_Default	GENIE_SMILE
290	GENIE	Emoji_Expressions_Genie_Excited	GENIE_EXCITE
291	GENIE	Emoji_Expressions_Genie_Gross	GENIE_GROSS
292	GENIE	Emoji_Expressions_Genie_Love	GENIE_LOVE
293	GENIE	Emoji_Expressions_Genie_PowerUp	GENIE_POWER
294	GENIE	Emoji_Expressions_Genie_Scared	GENIE_SCARED
295	GENIE	Emoji_Expressions_Genie_Sleeping	GENIE_SLEEP
296	GENIE	Emoji_Expressions_Genie_Surprised	GENIE_SURPRISE
297	HERCULES	Emoji_Expressions_Hercules_Default	HERCULES_SMILE
298	HERCULES	Emoji_Expressions_Hercules_Excited	HERCULES_EXCITE
299	HERCULES	Emoji_Expressions_Hercules_Gross	HERCULES_GROSS
300	HERCULES	Emoji_Expressions_Hercules_Love	HERCULES_LOVE
301	HERCULES	Emoji_Expressions_Hercules_PowerUp	HERCULES_POWER
302	HERCULES	Emoji_Expressions_Hercules_Scared	HERCULES_SCARED
303	HERCULES	Emoji_Expressions_Hercules_Sleeping	HERCULES_SLEEP
304	HERCULES	Emoji_Expressions_Hercules_Surprised	HERCULES_SURPRISE
305	JACK_SKELLINGTON	Emoji_Expressions_Jack_Skellington_Default	JACK_SKELLINGTON_SMILE
306	JACK_SKELLINGTON	Emoji_Expressions_Jack_Skellington_Excited	JACK_SKELLINGTON_EXCITE
307	JACK_SKELLINGTON	Emoji_Expressions_Jack_Skellington_Gross	JACK_SKELLINGTON_GROSS
308	JACK_SKELLINGTON	Emoji_Expressions_Jack_Skellington_Love	JACK_SKELLINGTON_LOVE
309	JACK_SKELLINGTON	Emoji_Expressions_Jack_Skellington_PowerUp	JACK_SKELLINGTON_POWER
310	JACK_SKELLINGTON	Emoji_Expressions_Jack_Skellington_Scared	JACK_SKELLINGTON_SCARED
