	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
30	195	6	RED_10	695	ESPORTS_ARENA_1	SHANK::FALSE,JACK_SPARROW::FALSE,YZMA::FALSE	RALPH::FALSE,GONZO::FALSE,MOANA::FALSE,MUSHU::FALSE	[boss]OOGIE_BOOGIE::FALSE,FELIX::FALSE,GERALD_MARLIN_NEMO::FALSE,KING_LOUIE:BANANA,JUDY_HOPPS::FALSE
31	200	6	RED_11	710	ESPORTS_ARENA_1	RALPH::FALSE,TIGGER::FALSE,CALHOUN::FALSE	SHANK::FALSE,ANGER::FALSE,RANDALL_BOGGS::FALSE,DUCKY_AND_BUNNY::FALSE	[boss]GERALD_MARLIN_NEMO,JACK_SKELLINGTON:DUCK:FALSE,DUCKY_AND_BUNNY::FALSE,BELLE:SAP,ANGER::FALSE
32	205	6	RED_12	725	ESPORTS_ARENA_1	OLAF::FALSE,HECTOR_BARBOSSA::FALSE,TIMON_AND_PUMBAA::FALSE	REX::FALSE,KING_LOUIE::FALSE,EVE::FALSE,VANELLOPE::FALSE	[boss]MAUI:BITE:FALSE,RALPH::FALSE,SCROOGE_MCDUCK::FALSE,DUCKY_AND_BUNNY::FALSE,ELASTIGIRL::FALSE
33	210	6	RED_13	740	ESPORTS_ARENA_1	WINNIE_THE_POOH::FALSE,MOANA::FALSE,KEVIN_FLYNN::FALSE	REX::FALSE,JACK_JACK::FALSE,MIKE::FALSE,NICK_WILDE::FALSE	[boss]SALLY::FALSE,WINNIE_THE_POOH::FALSE,CHIEF_BOGO::FALSE,KING_LOUIE:BANANA,HIRO::FALSE
34	215	6	RED_14	755	ESPORTS_ARENA_1	SHANK::FALSE,MOANA::FALSE,JASMINE::FALSE	GERALD_MARLIN_NEMO::FALSE,SCAR::FALSE,NICK_WILDE::FALSE,BASIL::FALSE	[boss]WINNIE_THE_POOH,ELASTIGIRL:BACKLINE:FALSE,EVIL_QUEEN::FALSE,SCROOGE_MCDUCK:PULL_STUN,ANGER::FALSE
35	220	6	RED_15	770	ESPORTS_ARENA_1	RALPH::FALSE,BALOO::FALSE,SHAN_YU::FALSE	SHANK::FALSE,JACK_JACK::FALSE,DASH::FALSE,DARKWING_DUCK::FALSE	[boss]MAXIMUS:STUDY:FALSE,WINNIE_THE_POOH::FALSE,DARKWING_DUCK::FALSE,SIMBA_AND_NALA::FALSE,MOANA::FALSE
36	225	6	RED_16	785	ESPORTS_ARENA_1	MR_INCREDIBLE::FALSE,ELASTIGIRL::FALSE,TIGGER::FALSE	MR_INCREDIBLE::FALSE,BO_PEEP::FALSE,ALADDIN::FALSE,GIZMODUCK::FALSE	[boss]GOOFY:SHIELD:FALSE,KIDA::FALSE,MOANA:JUMP:FALSE,CALHOUN::FALSE,FROZONE::FALSE
37	230	6	RED_17	800	ESPORTS_ARENA_1	GONZO::FALSE,ELSA::FALSE,DR_FACILIER::FALSE	GERALD_MARLIN_NEMO::FALSE,BALOO::FALSE,EMPEROR_ZURG::FALSE,TIMON_AND_PUMBAA::FALSE	[boss]HADES:DOT:FALSE,MADAM_MIM::FALSE,ELSA,EVIL_QUEEN::FALSE,MIKE::FALSE
38	235	6	RED_18	815	ESPORTS_ARENA_1	GERALD_MARLIN_NEMO::FALSE,EMPEROR_ZURG::FALSE,DASH::FALSE	CHIEF_BOGO::FALSE,BELLE::FALSE,DUCKY_AND_BUNNY::FALSE,COLETTE::FALSE	[boss]CHIEF_BOGO::FALSE,EMPEROR_ZURG:TANK_COUNTER:FALSE,MOANA:JUMP,MERLIN::FALSE,TIMON_AND_PUMBAA::FALSE
39	240	6	RED_19	830	ESPORTS_ARENA_1	HADES::FALSE,KIDA::FALSE,PLEAKLEY::FALSE	SHANK::FALSE,MIKE::FALSE,BELLE::FALSE,EMPEROR_ZURG::FALSE	[boss]MR_INCREDIBLE::FALSE,TIGGER:KNOCKBACK:FALSE,KING_LOUIE:BANANA,TIA_DALMA::FALSE,KRISTOFF_AND_SVEN::FALSE
40	245	6	YELLOW	845	ESPORTS_ARENA_1	HERCULES::FALSE,STITCH::FALSE,SCAR::FALSE	GOOFY::FALSE,SULLEY::FALSE,TIGGER::FALSE,CAPTAIN_HOOK::FALSE	[boss]WINNIE_THE_POOH:HUNNY:FALSE,MEGAVOLT::FALSE,SHAN_YU:SHIELD:FALSE,SCAR::FALSE,SYNDROME::FALSE
41	250	6	YELLOW_1	860	ESPORTS_ARENA_1	OLAF::FALSE,EVIL_QUEEN::FALSE,LI_SHANG::FALSE	HADES::FALSE,JASMINE::FALSE,DUCKY_AND_BUNNY::FALSE,ELSA::FALSE	[boss]BALOO::FALSE,REX::FALSE,TIGGER:KNOCKBACK:FALSE,MERIDA::FALSE,JOY::FALSE
42	255	6	YELLOW_2	875	ESPORTS_ARENA_1	MAUI::FALSE,MIKE::FALSE,EVE::FALSE	BO_PEEP::FALSE,MOANA::FALSE,MIKE::FALSE,KIDA::FALSE	[boss]WINNIE_THE_POOH::FALSE,OLAF::FALSE,HADES::FALSE,ALADDIN:SPEED,RAPUNZEL::FALSE
43	260	6	YELLOW_3	890	ESPORTS_ARENA_1	HADES::FALSE,JACK_SKELLINGTON::FALSE,ELASTIGIRL::FALSE	REX::FALSE,FELIX::FALSE,JACK_SPARROW::FALSE,JUMBA::FALSE	[boss]HADES,STITCH:BITE:FALSE,ANGER::FALSE,SHAN_YU:SHIELD,JACK_SPARROW::FALSE
44	265	6	YELLOW_4	905	ESPORTS_ARENA_1	MAXIMUS::FALSE,MADAM_MIM::FALSE,TIMON_AND_PUMBAA::FALSE	MAXIMUS::FALSE,MULAN::FALSE,TIA_DALMA::FALSE,FLYNN_RIDER::FALSE	[boss]OOGIE_BOOGIE::FALSE,GOOFY::FALSE,MAUI::FALSE,BELLE:SPEED,URSULA::FALSE
45	270	6	YELLOW_5	920	ESPORTS_ARENA_1	WINNIE_THE_POOH::FALSE,GOOFY::FALSE,YAX::FALSE	SULLEY::FALSE,MERIDA::FALSE,JACK_SPARROW::FALSE,MUSHU::FALSE	[boss]SHANK:ARMOR:FALSE,OLAF::FALSE,MOANA::FALSE,MIKE::FALSE,EMPEROR_ZURG::FALSE
46	275	6	YELLOW_6	935	ESPORTS_ARENA_1	MAXIMUS::FALSE,DUKE_CABOOM::FALSE,JESSIE::FALSE	FELIX::FALSE,PLEAKLEY::FALSE,SHAN_YU::FALSE,VIOLET::FALSE	[boss]BAYMAX:SHIELD:FALSE,KING_LOUIE::FALSE,SHAN_YU,DASH::FALSE,MOANA::FALSE
47	280	6	YELLOW_7	950	ESPORTS_ARENA_1	MR_INCREDIBLE::FALSE,BELLE::FALSE,ANGER::FALSE	REX::FALSE,SALLY::FALSE,SIMBA_AND_NALA::FALSE,FINNICK::FALSE	[boss]GONZO::FALSE,MADAM_MIM::FALSE,DARKWING_DUCK::FALSE,JESSIE::FALSE,ANIMAL:SHIELD:FALSE
48	285	6	YELLOW_8	965	ESPORTS_ARENA_1	BAYMAX::FALSE,ROBIN_HOOD::FALSE,ANGER::FALSE	MAUI::FALSE,HERCULES::FALSE,HECTOR_BARBOSSA::FALSE,LAUNCHPAD_MCQUACK::FALSE	[boss]HADES::FALSE,JACK_SPARROW::FALSE,MULAN::FALSE,ANGER::FALSE,DAVY_JONES:CURSE:FALSE
49	290	6	YELLOW_9	980	ESPORTS_ARENA_1	MAUI::FALSE,DUKE_CABOOM::FALSE,NICK_WILDE::FALSE	REX::FALSE,MULAN::FALSE,COLETTE::FALSE,POWERLINE::FALSE	[boss]WINNIE_THE_POOH,MAXIMUS::FALSE,SCAR::FALSE,WALL_E::FALSE,BASIL:DOT:FALSE
50	295	6	YELLOW_10	995	ESPORTS_ARENA_1	HADES::FALSE,ANGER::FALSE,JUMBA::FALSE	GERALD_MARLIN_NEMO::FALSE,MISS_PIGGY::FALSE,JACK_SPARROW::FALSE,BUZZ::FALSE	[boss]SULLEY:TEAM_HEAL:FALSE,GONZO::FALSE,BELLE::FALSE,VANELLOPE::FALSE,SHAN_YU::FALSE
51	300	6	YELLOW_11	1010	ESPORTS_ARENA_1	FELIX::FALSE,RANDALL_BOGGS::FALSE,VANELLOPE::FALSE	WINNIE_THE_POOH::FALSE,SCROOGE_MCDUCK::FALSE,DR_FACILIER::FALSE,TIA_DALMA::FALSE	[boss]BALOO::FALSE,DARKWING_DUCK:SHIELD:FALSE,JASMINE:ENERGY,HANK_AND_DORY::FALSE,MEGARA::FALSE
52	305	6	YELLOW_12	1025	ESPORTS_ARENA_1	SULLEY::FALSE,STITCH::FALSE,HECTOR_BARBOSSA::FALSE	MAUI::FALSE,ALADDIN::FALSE,MIKE::FALSE,JASMINE::FALSE	[boss]HADES::FALSE,SIMBA_AND_NALA:SILENCE:FALSE,HECTOR_BARBOSSA:STUDY,YZMA::FALSE,LAUNCHPAD_MCQUACK::FALSE
53	310	6	YELLOW_13	1040	ESPORTS_ARENA_1	MR_INCREDIBLE::FALSE,MEGAVOLT::FALSE,JESSIE::FALSE	GOOFY::FALSE,CHIEF_BOGO::FALSE,SIMBA_AND_NALA::FALSE,DARKWING_DUCK::FALSE	[boss]MAUI:HP:FALSE,ELASTIGIRL::FALSE,SCAR:INVIS:FALSE,ANGER::FALSE,YAX::FALSE
54	315	6	YELLOW_14	1055	ESPORTS_ARENA_1	HADES:TANK,JASMINE::FALSE,MISS_PIGGY:KNOCK_BACK,MULAN::FALSE	PACHA:SUPPORT:FALSE,BARLEY_LIGHTFOOT:QUEST,BOLT,EMPEROR_ZURG::FALSE,HOPPER::FALSE	[boss]SALLY:POISON,QUORRA:CRIT,HAMM:TANK,ELSA:FREEZE,STITCH:SLOW,MANTICORE:CURSE
55	320	6	YELLOW_15	1070	ESPORTS_ARENA_1	SULLEY::FALSE,RAYA:BD_GAIN,PETER_PAN::FALSE,JAFAR::FALSE	BARLEY_LIGHTFOOT,HERCULES,VINNY_SANTORINI,RAFIKI::FALSE,DR_FACILIER:SKILL3_BUFF:FALSE	[boss]PACHA:SUPPORT,HELGA:SKILL2,MANTICORE:DOT,BOLT:SKILL3,ANNA:SUPPORT,NAMAARI:INVINCIBLE
56	325	6	YELLOW_16	1085	ESPORTS_ARENA_1	FOZZIE:SLOW,EVIL_QUEEN:STUN,ROCKETEER::FALSE,FEAR:DREAD	CARL::FALSE,SADNESS,ROCKETEER:SKILL1:FALSE,DASH::FALSE,KERMIT:SAP	[boss]SHERIFF_OF_NOTTINGHAM:CHARM,QUORRA:SHIELD,STITCH:SLOW,PETE:ANTI_REFLECT,ARIEL:TRUE_DAMAGE_REDUCE,LILO:SCARE
57	330	6	YELLOW_17	1100	ESPORTS_ARENA_1	JOHN_SILVER:STUDY,SCROOGE_MCDUCK::FALSE,HELGA:SKILL2,BELLE::FALSE	BAYMAX:SHIELD,HAMM:TANK,TIGGER:ENERGY,ELASTIGIRL::FALSE,THE_HORNED_KING:SCARE	[boss]MR_BIG_AND_KOSLOV:STUDY,BO_PEEP:HEAL,PLEAKLEY:DOT,HELGA:SKILL2,LI_SHANG:SILENCE,BAGHEERA:ENERGY
58	335	6	YELLOW_18	1115	ESPORTS_ARENA_1	OOGIE_BOOGIE:SCARE,SWEDISH_CHEF::FALSE,HELGA:SKILL2,DR_FACILIER:SKILL1_BUFF	PACHA:SUPPORT,GO_GO::FALSE,STITCH:SLOW,JASMINE::FALSE,WINIFRED_SANDERSON:BD	[boss]CARL:HEAL,FOZZIE:HEAL,SCROOGE_MCDUCK:DAMAGE_STUN,ROCKETEER:SKILL1,TRON:ENERGY,MINNIE_MOUSE:CHARM
59	340	6	YELLOW_19	1130	ESPORTS_ARENA_1	GERALD_MARLIN_NEMO:INVINCIBLE,VINNY_SANTORINI:BLIND,JACK_SKELLINGTON:DOT,RANDALL_BOGGS:TRUE_DMG	BARLEY_LIGHTFOOT:SKILL1,FRED_FREDERICKSON:BLIND,SALLY:REALITY,MEGAVOLT:TANK_COUNTER,IAN_LIGHTFOOT:REFLECT	[boss]GONZO:SHIELD_BUFF,RON_STOPPABLE:STUN,DUKE_CABOOM:CONTROL,KING_LOUIE:SLOW,LOCK_SHOCK_BARREL:FATIGUE,CAPTAIN_AMELIA:SKILL
60	345	6	YELLOW_20	1145	ESPORTS_ARENA_1	SALLY:POISON,MAXIMUS::FALSE,JASMINE::FALSE,GADGET_HACKWRENCH:SKILL2	OOGIE_BOOGIE:SCARE:FALSE,ZEUS::FALSE,DEMONA,RON_STOPPABLE::FALSE,RAYA::FALSE	[boss]EEYORE:SKILL4_BUFF,FOZZIE:HEAL,ROCKETEER:SKILL1,HOPPER:STUN,FEAR:HARDY,SHAN_YU:STUDY
61	350	6	YELLOW_21	1160	ESPORTS_ARENA_1	FOZZIE::FALSE,MR_BIG_AND_KOSLOV::FALSE,MEGAVOLT::FALSE,SYNDROME::FALSE	GERALD_MARLIN_NEMO,CARL,JACK_SKELLINGTON,JOY::FALSE,FEAR:DREAD:FALSE	[boss]FOZZIE:HEAL,MR_BIG_AND_KOSLOV:SCARED_FROZEN,WASABI:SKILL1,BELLE:SPEED,ANGEL:BERSERK,JOY:DISABLE
62	355	6	YELLOW_22	1175	ESPORTS_ARENA_1	JOHN_SILVER:STUDY,DUKE_CABOOM::FALSE,GO_GO:SLOW,SIMBA_AND_NALA::FALSE	GONZO:SHIELD_BUFF,MANTICORE:DOT:FALSE,KING_LOUIE:SLOW,QUACKERJACK::FALSE,SISU::FALSE	[boss]POCAHONTAS:ENERGY,SALLY:REALITY,PLEAKLEY:DOT,SWEDISH_CHEF:FATIGUE,HOPPER:STUN,LI_SHANG:BLIND
63	360	6	YELLOW_23	1190	ESPORTS_ARENA_1	CARL:SILENCE,GO_GO:ENERGY,QUORRA:SHIELD,ANNA:SUPPORT	SHERIFF_OF_NOTTINGHAM,HELGA:BERSERK:FALSE,DARKWING_DUCK::FALSE,ROCKETEER:TRUE_DAMAGE,BELLE:SPEED	[boss]GERALD_MARLIN_NEMO:ARMOR,MISS_PIGGY:KNOCK_BACK,MULAN:KNOCKBACK,GADGET_HACKWRENCH:ENERGY_GAIN,DAVY_JONES:CURSE,SCAR:INVIS
64	365	6	YELLOW_24	1205	ESPORTS_ARENA_1	WINNIE_THE_POOH:HUNNY,HELGA:SKILL2,BOLT:BASIC_ATTACK,ARIEL:SHIELD	GONZO:SPEED_COUNTER,BELLE:SPEED:FALSE,BUNSEN_AND_BEAKER:DIVERT,JIM_HAWKINS::FALSE,DONALD_DUCK::FALSE	[boss]SALLY:REALITY,QUORRA:SHIELD,STITCH:BITE,GADGET_HACKWRENCH:SKILL2,LI_SHANG:BLIND,KIDA:ENERGY
65	370	6	YELLOW_25	1220	ESPORTS_ARENA_1	HADES:DOT,GERALD_MARLIN_NEMO::FALSE,THE_UNDERMINER::FALSE,MADAM_MIM:ENERGY	FRED_FREDERICKSON,HERCULES,DEMONA,JIM_HAWKINS::FALSE,SARAH_SANDERSON:TANK:FALSE	[boss]EEYORE:SKILL4_BUFF,KIDA:SKILL1_BUFF,PETER_PAN:SKILL1,MULAN:KNOCKBACK,DAVY_JONES:STUDY,SIMBA_AND_NALA:ARMOR
66	375	6	YELLOW_26	1235	ESPORTS_ARENA_1	MEILIN_LEE:TANKY,WASABI:ENERGY,CINDERELLA:BLIND,PRINCESS_AURORA:HEAL	OLAF:FREEZE,RANDALL_BOGGS:TRUE_DMG,KING_LOUIE:BANANA,DUFF_KILLIGAN:ENERGY,TWENTY_TWO:FATIGUE	[boss]PHOEBUS:TANKY,BO_PEEP:ARMOR_DEBUFF,MEGAVOLT:TANK_COUNTER,BUZZ:SHIELD_ALLY,THE_MAYOR:SCARE,FLASH:SLOW
67	380	6	YELLOW_27	1250	ESPORTS_ARENA_1	SADNESS:CRIT,MERIDA:FIRE,ANGER:DAMAGE_ROLE,RAFIKI:HEAL	BO_PEEP:HEAL,HAMM:SAP,JACK_JACK:HEALING_COUNTER,RON_STOPPABLE:HEAL,MAYOR_BELLWETHER:CONTROL	[boss]MAXIMUS:BUFF_REMOVAL,JAKE_LONG:HEAL,MOANA:JUMP,EMPEROR_ZURG:TANK_COUNTER,FOZZIE:SLOW,HAMM:SAP
68	385	6	YELLOW_28	1265	ESPORTS_ARENA_1	GOLIATH:ARMOR,JAKE_LONG:TANK,TIGGER:ENERGY,RANDALL_BOGGS:DODGE	PRINCE_PHILLIP:SUPPORT,DUCKY_AND_BUNNY:ALLY_ROLE,MONKEY_FIST:SUPPORT,MOTHER_GOTHEL:SCARE,JACK_JACK:HEALING_COUNTER	[boss]JAKE_LONG:TANK,NEGADUCK:TANKY,MONKEY_FIST:DAMAGE,TWENTY_TWO:SLOW,MEILIN_LEE:SHIELDS,THE_MAYOR:SCARE
69	390	6	YELLOW_29	1280	ESPORTS_ARENA_1	MEILIN_LEE:SHIELDS,CAPTAIN_AMELIA:SKILL,KIDA:SKILL1_BUFF,CHIP_AND_DALE:SKILL3	MOTHER_GOTHEL:ENDURE,DARKWING_DUCK:SHIELD,PACHA:SUPPORT,HECTOR_BARBOSSA:STUDY,VINNY_SANTORINI:BLIND	[boss]PEGASUS:DETERMINATION,PHOEBUS:SHIELDS,BAGHEERA:HEAL,MOANA:SHIELD,SHEGO:FANTASTIC,ELSA:SHIELD
70	395	6	YELLOW_30	1295	ESPORTS_ARENA_1	FRED_FREDERICKSON:SKILL2,PHOEBUS:SHIELDS,VANELLOPE:SLOW,FEAR:DREAD	MAUI:HP,CARL:SILENCE,MONKEY_FIST:DAMAGE,RAYA:BD_GAIN,BUNSEN_AND_BEAKER:SPEED	[boss]GERALD_MARLIN_NEMO:ARMOR,PHOEBUS:SHIELDS,JOHN_SILVER:TANK,DUKE_CABOOM:HEAL,TWENTY_TWO:FATIGUE,ELASTIGIRL:BACKLINE
71	400	6	EMERALD	1310	ESPORTS_ARENA_1	PHOEBUS:SHIELDS,BO_PEEP:ARMOR_DEBUFF,ROSE:SKILL1_BUFF,VINNY_SANTORINI:SPEED	SHANK:ARMOR,OLAF:ENERGY,CAPTAIN_AMELIA:SKILL,ROBIN_HOOD:STEAL,JESSIE:DODGE	[boss]SWEETUMS:HP,SHAN_YU:SHIELD,MOTHER_GOTHEL:ENDURE,ELASTIGIRL:BACKLINE,KEVIN_FLYNN:SHIELD,TIANA:LONGER_SHIELDS
72	405	6	EMERALD_1	1325	ESPORTS_ARENA_1	CLAWHAUSER:REALITY,GERALD_MARLIN_NEMO:INVINCIBLE,SHAN_YU:SHIELD,JESSIE:JUMP_EARLY	SULLEY:TEAM_HEAL,GOLIATH:KNOCKBACK,SLINKY_DOG:SCARED,BUNSEN_AND_BEAKER:DIVERT,PRINCESS_AURORA:HEAL	[boss]SALLY:POISON,MOTHER_GOTHEL:SCARE,BOLT:BASIC_ATTACK,RUSSELL_AND_KEVIN:CURSE,SNOW_WHITE:STUN_BLIND,TIA_DALMA:CHARM
73	410	6	EMERALD_2	1340	ESPORTS_ARENA_1	JAKE_LONG:HEAL,SALLY:POISON,DUCKY_AND_BUNNY:CONTROL,FLYNN_RIDER:SKILL2_BUFF	QUASIMODO:SHATTER,VANELLOPE:BACKLINE,RAYA:BD_GAIN,TIGGER:KNOCKBACK,THE_UNDERMINER:BD	[boss]HADES:DOT,WASABI:SKILL1,VANELLOPE:SLOW,BOLT:BASIC_ATTACK,RAFIKI:DISABLE,LILO:SCARE
74	415	6	EMERALD_3	1355	ESPORTS_ARENA_1	PHOEBUS:TANKY,PETE:TANKY,JESSIE:DODGE,AUDREY_RAMIREZ:STUN	BAYMAX:FREEZE,VINNY_SANTORINI:SPEED,MOTHER_GOTHEL:SCARE,ALADDIN:SPEED,ANGER:DAMAGE_ROLE	[boss]BO_PEEP:HEAL,PACHA:TANK,ZEUS:TENACITY_REDUC,AUDREY_RAMIREZ:SHIELD,JASMINE:ENERGY,VANELLOPE:BACKLINE
75	420	6	EMERALD_4	1370	ESPORTS_ARENA_1	BO_PEEP:HEAL,WINNIE_THE_POOH:HUNNY,PETE:ANTI_REFLECT,HAMM:SAP	JOHN_SILVER:STUDY,DEMONA:SCARE,RAYA:BD_GAIN,PLEAKLEY:DOT,FAIRY_GODMOTHER:REFLECT	[boss]PRINCE_PHILLIP:TANK,PETE:ANTI_REFLECT,THE_UNDERMINER:BD,AUDREY_RAMIREZ:STUN,ANGEL:BERSERK,DUCKY_AND_BUNNY:CONTROL
76	425	6	EMERALD_5	1385	ESPORTS_ARENA_1	OLAF:ENERGY,QUASIMODO:SHATTER,ROCKETEER:TRUE_DAMAGE,COLETTE:SKILL2_BUFF	OLAF:ENERGY,PHOEBUS:TANKY,WINNIE_THE_POOH:HEALING,SCROOGE_MCDUCK:DAMAGE_STUN,CHIP_AND_DALE:SKILL3	[boss]BAYMAX:SHIELD,BOLT:SKILL3,ELSA:SHIELD,ROCKETEER:SKILL1,SYNDROME:SLOW,JACK_JACK:AOE_STUN
