	NODE	WEIGHT	QUANTITY	RESULT	BEHAVIOR
36	GEAR_BITS_E	1	1	<GEAR_SHARD_NEED>{PriceType=GOLD}	
37	GEAR_BITS_E	1	1	<GEAR_SHARD_NEED>{PriceType=DIAMONDS}	
38	GEAR_FULL_SLOT_1	1	1	<GEAR_FULL>	
39	GEAR_FULL_SLOT_2	1	1	<GEAR_FULL>	
40	GEAR_SHARD_NEED	1	1	<GEAR_SHARD_NEED_INNER>, <GEAR_SHARD_NEED_FALLBACK>	NumOfItems(1,1)
41	GEAR_SHARD_NEED_INNER	33	1	<BLUE_SHARD>, <PURPLE_SHARD>, <ORANGE_SHARD>,<RED_SHARD>,<YELLOW_SHARD>,<EMERALD_SHARD>,<SAPPHIRE_SHARD>	NeededGear(5) & PickRandom
42	GEAR_SHARD_NEED_INNER	33	1	<BLUE_SHARD>, <PURPLE_SHARD>, <ORANGE_SHARD>,<RED_SHARD>,<YELLOW_SHARD>,<EMERALD_SHARD>,<SAPPHIRE_SHARD>	NeededGear(10) & PickRandom
43	GEAR_SHARD_NEED_INNER	33	1	<BLUE_SHARD>, <PURPLE_SHARD>, <ORANGE_SHARD>,<RED_SHARD>,<YELLOW_SHARD>,<EMERALD_SHARD>,<SAPPHIRE_SHARD>	NeededGear(-1) & PickRandom
44	GEAR_SHARD_NEED_FALLBACK	1	1	<BLUE_SHARD>, <PURPLE_SHARD>, <ORANGE_SHARD>,<RED_SHARD>,<YELLOW_SHARD>,<EMERALD_SHARD>,<SAPPHIRE_SHARD>	PickRandom
45	GEAR_FULL	1	1	<GEAR_FULL_NEED>{PriceType=DIAMONDS}	
46	GEAR_FULL_NEED	1	1	<GEAR_FULL_NEED_INNER>, <GEAR_FULL_NEED_FALLBACK>	NumOfItems(1,1)
47	GEAR_FULL_NEED_INNER	33	1	<BLUE_FULL>, <PURPLE_FULL>, <ORANGE_FULL>,<RED_FULL>,<YELLOW_FULL>,<EMERALD_FULL>,<SAPPHIRE_FULL>	NeededGear(5) & PickRandom
48	GEAR_FULL_NEED_INNER	33	1	<BLUE_FULL>, <PURPLE_FULL>, <ORANGE_FULL>,<RED_FULL>,<YELLOW_FULL>,<EMERALD_FULL>,<SAPPHIRE_FULL>	NeededGear(10) & PickRandom 
49	GEAR_FULL_NEED_INNER	33	1	<BLUE_FULL>, <PURPLE_FULL>, <ORANGE_FULL>,<RED_FULL>,<YELLOW_FULL>,<EMERALD_FULL>,<SAPPHIRE_FULL>	NeededGear(-1) & PickRandom
50	GEAR_FULL_NEED_FALLBACK	1	1	<BLUE_FULL>, <PURPLE_FULL>, <ORANGE_FULL>,<RED_FULL>,<YELLOW_FULL>,<EMERALD_FULL>,<SAPPHIRE_FULL>	PickRandom
51	BLUE_FULL	1	1	<@BLUE_GEAR_NO_SHARDS_LIST>, <@BLUE_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
52	PURPLE_FULL	1	1	<@PURPLE_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
53	ORANGE_FULL	1	1	<@ORANGE_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
54	RED_FULL	1	1	<@RED_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
55	YELLOW_FULL	1	1	<@YELLOW_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
56	EMERALD_FULL	1	1	<@EMERALD_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
57	SAPPHIRE_FULL	1	1	<@SAPPHIRE_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
58	BLUE_SHARD	1	3 to 20	<@BLUE_SHARD_LIST>	RetainIf(AvailableItem)
59	PURPLE_SHARD	30	3 to 20	<@PURPLE_SHARD_LIST>	RetainIf(AvailableItem)
60	PURPLE_SHARD	30	3 to 20	<@PURPLE_SHARD_LIST>	RetainIf(AvailableItem)
61	ORANGE_SHARD	30	3 to 20	<@ORANGE_SHARD_LIST>	RetainIf(AvailableItem)
62	RED_SHARD	25	3 to 20	<@RED_SHARD_LIST>	RetainIf(AvailableItem)
63	YELLOW_SHARD	20	3 to 20	<@YELLOW_SHARD_LIST>	RetainIf(AvailableItem)
64	EMERALD_SHARD	10	3 to 20	<@EMERALD_SHARD_LIST>	RetainIf(AvailableItem)
65	SAPPHIRE_SHARD	5	3 to 20	<@SAPPHIRE_SHARD_LIST>	RetainIf(AvailableItem)
