	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
19	128	6	ORANGE_8	675	PORT_10	BAYMAX,MAUI,CALHOUN,SOULLESS_AUTOTURRET	MAUI,SOULLESS_MAGE_N,MOANA,SOULLESS_BUG_N,JUDY_HOPPS	BAYMAX,JACK_SPARROW,BUZZ,[boss]MIGUEL,WOODY
20	133	6	RED	710	PORT_10	MR_INCREDIBLE,RALPH,JACK_SPARROW,SOULLESS_GLASS_CANNON_N	CHIEF_BOGO,MERIDA,SOULLESS_AUTOTURRET,MICKEY_MOUSE,SOULLESS_MAGE_N	MR_INCREDIBLE,MERIDA,[boss]HECTOR_BARBOSSA,MOANA,JUDY_HOPPS
21	138	6	RED_1	745	PORT_10	BAYMAX,CALHOUN,JACK_SPARROW,WALL_E	SOULLESS_GHOUL_N,MOANA,JACK_SPARROW,SOULLESS_MAGE_N,SOULLESS_SWORD_N	RALPH,ALADDIN,JACK_SPARROW,[boss]VIOLET,MICKEY_MOUSE
22	143	6	RED_2	780	PORT_10	RALPH,SOULLESS_MAGE_N,MICKEY_MOUSE,FINNICK	MAUI,MOANA,SOULLESS_MAGE_N,JUDY_HOPPS,WALL_E	CHIEF_BOGO,HECTOR_BARBOSSA,SOULLESS_SPLASH_N,[boss]BUZZ,SOULLESS_BUG_N
23	148	6	RED_3	815	PORT_10	MAUI,SOULLESS_SWORD_N,MOANA,HECTOR_BARBOSSA	BAYMAX,MAUI,MERIDA,SOULLESS_SPLASH_N,JACK_SPARROW	[boss]MR_INCREDIBLE,DUKE_CABOOM,MERIDA,SOULLESS_GLASS_CANNON_N,WALL_E
24	153	6	RED_4	850	PORT_10	SOULLESS_GHOUL_N,HECTOR_BARBOSSA,JACK_SPARROW,WALL_E	MR_INCREDIBLE,MERIDA,HECTOR_BARBOSSA,SOULLESS_MAGE_N,JUDY_HOPPS:SUPPORT	MAUI,BAYMAX,ALADDIN:REGEN,MOANA,[boss]JACK_SPARROW:HP
25	158	6	RED_5	885	PORT_10	RALPH,BAYMAX,SOULLESS_SPLASH_N,BUZZ	MR_INCREDIBLE,MAUI,CHIEF_BOGO,JACK_SPARROW,SOULLESS_MAGE_N	MERLIN,SOULLESS_RED_DOT,HECTOR_BARBOSSA:STUDY,SOULLESS_MAGE_N,[boss]MIGUEL
26	163	6	RED_6	920	PORT_10	BAYMAX,SOULLESS_AUTOTURRET,SOULLESS_MAGE_N,WOODY	CHIEF_BOGO,MR_INCREDIBLE,HECTOR_BARBOSSA,MIGUEL,FINNICK	MAUI,EMPEROR_ZURG,JACK_SPARROW,[boss]FINNICK,WALL_E
27	168	6	RED_7	955	PORT_10	SOULLESS_SWORD_N,DASH,SOULLESS_BUG_N,MERIDA	BAYMAX,MERIDA,SOULLESS_BUG_N,SOULLESS_TURRET,MIGUEL	[boss]MAUI,BAYMAX,TIGGER,JUDY_HOPPS,FINNICK
28	173	6	RED_8	990	PORT_10	CHIEF_BOGO,SOULLESS_AUTOTURRET,SOULLESS_GLASS_CANNON_N,FINNICK	MAUI,SOULLESS_AUTOTURRET,DASH,SOULLESS_MAGE_N,MIGUEL	CHIEF_BOGO,RALPH,BAYMAX,[boss]SOULLESS_SPLASH_N,WOODY
29	178	6	RED_9	1025	PORT_10	HADES,OLAF,MERIDA,MERLIN	BAYMAX,HECTOR_BARBOSSA,JACK_JACK,JESSIE,YZMA	FELIX,HERCULES,DUCKY_AND_BUNNY,EMPEROR_ZURG:TANK_COUNTER,KRISTOFF_AND_SVEN:MOST_WANTED
30	183	6	RED_10	1060	PORT_10	REX::FALSE,ROBIN_HOOD::FALSE,MERLIN::FALSE,TIA_DALMA::FALSE	MR_INCREDIBLE:WEAK_ALLIES:FALSE,ELSA::FALSE,SCROOGE_MCDUCK,BUZZ::FALSE,BEAST::FALSE	[boss]MAXIMUS:BUFF_REMOVAL:FALSE,ALADDIN::FALSE,BELLE:SPEED:FALSE,MERIDA::FALSE,KEVIN_FLYNN::FALSE
31	188	6	RED_11	1095	PORT_10	GERALD_MARLIN_NEMO::FALSE,SULLEY::FALSE,KING_LOUIE::FALSE,HANK_AND_DORY::FALSE	OLAF,BELLE:SPEED:FALSE,ELSA::FALSE,EVIL_QUEEN:SPEED,ANGER::FALSE	[boss]MR_INCREDIBLE::FALSE,SALLY::FALSE,FELIX::FALSE,EMPEROR_ZURG:TANK_COUNTER,JAFAR::FALSE
32	193	6	RED_12	1130	PORT_10	BALOO::FALSE,VANELLOPE::FALSE,STITCH::FALSE,KRISTOFF_AND_SVEN::FALSE	BAYMAX,MEGAVOLT:TANK_COUNTER:FALSE,DUCKY_AND_BUNNY::FALSE,SHAN_YU:STUDY,ANGER::FALSE	[boss]FELIX:FREEZE:FALSE,GOOFY::FALSE,EVE::FALSE,JACK_SPARROW::FALSE,RANDALL_BOGGS::FALSE
33	198	6	RED_13	1165	PORT_10	BAYMAX::FALSE,BELLE::FALSE,VANELLOPE::FALSE,SHAN_YU::FALSE	BAYMAX::FALSE,NICK_WILDE::FALSE,HECTOR_BARBOSSA::FALSE,JACK_JACK::FALSE,MAGICA_DE_SPELL:INVISIBLE:FALSE	[boss]BALOO:HOT:FALSE,DUCKY_AND_BUNNY::FALSE,RANDALL_BOGGS:DODGE:FALSE,JACK_SPARROW::FALSE,GENIE::FALSE
34	203	6	RED_14	1200	PORT_10	HADES::FALSE,CHIEF_BOGO::FALSE,DARKWING_DUCK::FALSE,MEGARA::FALSE	GOOFY:SHIELD:FALSE,MAXIMUS::FALSE,MISS_PIGGY::FALSE,MOANA::FALSE,EVE::FALSE	[boss]OOGIE_BOOGIE::FALSE,HADES::FALSE,MAXIMUS::FALSE,EVIL_QUEEN:SPEED,FLYNN_RIDER::FALSE
35	208	6	RED_15	1235	PORT_10	GOOFY::FALSE,BEAST::FALSE,EVE::FALSE,CHESHIRE_CAT::FALSE	FELIX:ANGER:FALSE,SHANK::FALSE,HECTOR_BARBOSSA::FALSE,JACK_JACK::FALSE,NICK_WILDE::FALSE	[boss]MAXIMUS::FALSE,MERIDA:ICE:FALSE,SIMBA_AND_NALA:SILENCE,FLYNN_RIDER::FALSE,POWERLINE::FALSE
36	213	6	RED_16	1270	PORT_10	RALPH::FALSE,DARKWING_DUCK::FALSE,EVIL_QUEEN::FALSE,MEGARA::FALSE	RALPH::FALSE,EEYORE::FALSE,GERALD_MARLIN_NEMO::FALSE,SHAN_YU:STUDY,VIOLET::FALSE	[boss]RALPH::FALSE,MISS_PIGGY:DISABLE:FALSE,SCAR:INVIS,YAX::FALSE,WOODY::FALSE
37	218	6	RED_17	1305	PORT_10	SALLY::FALSE,RALPH::FALSE,SIMBA_AND_NALA::FALSE,LINGUINI_AND_REMY::FALSE	GONZO::FALSE,SHANK::FALSE,HADES::FALSE,BELLE:SPEED,MERLIN::FALSE	[boss]MR_INCREDIBLE:WEAK_ALLIES:FALSE,HERCULES::FALSE,TIGGER::FALSE,STITCH::FALSE,DUCKY_AND_BUNNY::FALSE
38	223	6	RED_18	1340	PORT_10	REX::FALSE,SCROOGE_MCDUCK::FALSE,JASMINE::FALSE,MICKEY_MOUSE::FALSE	CHIEF_BOGO::FALSE,EVIL_QUEEN:SPEED:FALSE,MOANA:JUMP,BASIL::FALSE,GIZMODUCK::FALSE	[boss]BALOO,RANDALL_BOGGS:TRUE_DMG:FALSE,CALHOUN::FALSE,MULAN:KNOCKBACK,DUKE_CABOOM::FALSE
39	228	6	YELLOW	1375	PORT_10	GERALD_MARLIN_NEMO::FALSE,BUZZ::FALSE,SHAN_YU::FALSE,JASMINE::FALSE	SULLEY::FALSE,BALOO::FALSE,GERALD_MARLIN_NEMO::FALSE,HECTOR_BARBOSSA:STUDY,DONALD_DUCK::FALSE	[boss]SHANK::FALSE,SCAR:SPEED:FALSE,HECTOR_BARBOSSA:STUDY,BASIL::FALSE,KRISTOFF_AND_SVEN::FALSE
40	233	6	YELLOW_1	1410	PORT_10	BAYMAX::FALSE,DARKWING_DUCK::FALSE,BELLE::FALSE,SIMBA_AND_NALA::FALSE	RALPH::FALSE,HADES::FALSE,MERIDA::FALSE,MUSHU::FALSE,FROZONE:TANKS:FALSE	[boss]GERALD_MARLIN_NEMO,SHANK::FALSE,ANGER::FALSE,TIA_DALMA::FALSE,ANIMAL:SHIELD:FALSE
41	238	6	YELLOW_2	1445	PORT_10	RALPH::FALSE,HADES::FALSE,EMPEROR_ZURG::FALSE,POWERLINE::FALSE	FELIX::FALSE,BO_PEEP::FALSE,ROBIN_HOOD:CONTROL:FALSE,KIDA::FALSE,URSULA::FALSE	[boss]GERALD_MARLIN_NEMO::FALSE,GOOFY::FALSE,SALLY::FALSE,ELASTIGIRL:BACKLINE,MIGUEL::FALSE
42	243	6	YELLOW_3	1480	PORT_10	BAYMAX::FALSE,MAUI::FALSE,HECTOR_BARBOSSA::FALSE,TIA_DALMA::FALSE	SULLEY::FALSE,REX::FALSE,MERIDA:FIRE:FALSE,KING_LOUIE::FALSE,LI_SHANG::FALSE	[boss]BAYMAX::FALSE,EVE::FALSE,VANELLOPE::FALSE,JACK_SKELLINGTON::FALSE,FINNICK:VAN:FALSE
43	248	6	YELLOW_4	1515	PORT_10	OOGIE_BOOGIE::FALSE,ELSA::FALSE,VIOLET::FALSE,LINGUINI_AND_REMY::FALSE	EEYORE:DISABLE_STUN:FALSE,MAXIMUS::FALSE,ROBIN_HOOD::FALSE,DUCKY_AND_BUNNY::FALSE,SIMBA_AND_NALA::FALSE	[boss]OOGIE_BOOGIE::FALSE,ELASTIGIRL::FALSE,MISS_PIGGY::FALSE,SCAR::FALSE,MICKEY_MOUSE:DPS:FALSE
44	253	6	YELLOW_5	1550	PORT_10	SHANK::FALSE,ELSA::FALSE,EVE::FALSE,MIGUEL::FALSE	SHANK::FALSE,GERALD_MARLIN_NEMO::FALSE,CHIEF_BOGO::FALSE,DARKWING_DUCK:SHIELD,MEGARA::FALSE	[boss]SULLEY:TEAM_HEAL:FALSE,MADAM_MIM::FALSE,SHAN_YU,EMPEROR_ZURG::FALSE,MEGAVOLT::FALSE
45	258	6	YELLOW_6	1585	PORT_10	RALPH::FALSE,WINNIE_THE_POOH::FALSE,DUKE_CABOOM::FALSE,JASMINE::FALSE	OLAF::FALSE,FELIX::FALSE,RALPH::FALSE,MERIDA:FIRE,MINNIE_MOUSE::FALSE	[boss]OLAF,SHANK::FALSE,SIMBA_AND_NALA::FALSE,MUSHU::FALSE,JUDY_HOPPS:REVIVE:FALSE
46	263	6	YELLOW_7	1620	PORT_10	BO_PEEP::FALSE,JESSIE::FALSE,JACK_SKELLINGTON::FALSE,JUDY_HOPPS::FALSE	EEYORE:DISABLE_STUN:FALSE,EVIL_QUEEN::FALSE,MULAN:HEAL_ON_CRIT:FALSE,CALHOUN::FALSE,WOODY::FALSE	[boss]GOOFY::FALSE,JASMINE::FALSE,KIDA::FALSE,DUKE_CABOOM::FALSE,MINNIE_MOUSE:CHARM:FALSE
47	268	6	YELLOW_8	1655	PORT_10	WINNIE_THE_POOH::FALSE,RALPH::FALSE,KIDA::FALSE,ANGER::FALSE	BALOO:HOT:FALSE,DUCKY_AND_BUNNY::FALSE,RANDALL_BOGGS,EVE::FALSE,EVIL_QUEEN::FALSE	[boss]MR_INCREDIBLE::FALSE,JASMINE::FALSE,TIGGER::FALSE,EMPEROR_ZURG::FALSE,LINGUINI_AND_REMY:SUPPORT:FALSE
48	273	6	YELLOW_9	1690	PORT_10	SHANK::FALSE,JACK_SKELLINGTON::FALSE,KIDA::FALSE,RAFIKI::FALSE	WINNIE_THE_POOH::FALSE,SHANK::FALSE,SALLY::FALSE,EVIL_QUEEN:SPEED,MINNIE_MOUSE::FALSE	[boss]MR_INCREDIBLE,HERCULES::FALSE,KIDA::FALSE,LAUNCHPAD_MCQUACK::FALSE,KEVIN_FLYNN:SHIELD:FALSE
49	278	6	YELLOW_10	1725	PORT_11	RALPH::FALSE,ANGER::FALSE,ELSA::FALSE,CAPTAIN_HOOK::FALSE	FELIX:FREEZE:FALSE,ELASTIGIRL::FALSE,STITCH:SLOW:FALSE,SCAR::FALSE,LINGUINI_AND_REMY::FALSE	[boss]BAYMAX::FALSE,GONZO::FALSE,OOGIE_BOOGIE::FALSE,EVIL_QUEEN:SPEED,FLYNN_RIDER::FALSE
50	283	6	YELLOW_11	1760	PORT_12	REX::FALSE,ANGER::FALSE,YAX::FALSE,MUSHU::FALSE	WINNIE_THE_POOH:HEALING:FALSE,JACK_SKELLINGTON::FALSE,SOULLESS_CACTUS_F,EVE::FALSE,KIDA::FALSE	[boss]FELIX::FALSE,GONZO::FALSE,MADAM_MIM:DAMAGE:FALSE,ROBIN_HOOD::FALSE,HANK_AND_DORY::FALSE
51	288	6	YELLOW_12	1795	PORT_13	HADES::FALSE,EVIL_QUEEN::FALSE,YZMA::FALSE,GENIE::FALSE	BO_PEEP::FALSE,SHANK::FALSE,JACK_SKELLINGTON:DUCK:FALSE,EVIL_QUEEN::FALSE,MIGUEL::FALSE	[boss]WINNIE_THE_POOH:HUNNY:FALSE,ANGER::FALSE,EVIL_QUEEN,SIMBA_AND_NALA::FALSE,ELASTIGIRL::FALSE
52	293	6	YELLOW_13	1830	PORT_14	SHANK::FALSE,SCROOGE_MCDUCK::FALSE,DARKWING_DUCK::FALSE,SIMBA_AND_NALA::FALSE	GOOFY:SHIELD:FALSE,ELASTIGIRL::FALSE,STITCH:SLOW:FALSE,DUCKY_AND_BUNNY::FALSE,MERLIN::FALSE	[boss]OOGIE_BOOGIE::FALSE,MERIDA:ICE:FALSE,SHAN_YU,YAX::FALSE,DUKE_CABOOM::FALSE
53	298	6	YELLOW_14	1865	PORT_15	BARLEY_LIGHTFOOT:QUEST,KIDA:SKILL1_BUFF,MULAN::FALSE,MARY_SANDERSON:HEX	FOZZIE:SLOW:FALSE,BO_PEEP:HEAL,RANDALL_BOGGS,PETER_PAN::FALSE,SCROOGE_MCDUCK::FALSE	[boss]JOHN_SILVER:TANK,MAXIMUS:BUFF_REMOVAL,DEMONA:SKILL3,HAMM:TANK,RON_STOPPABLE:HEAL,SIMBA_AND_NALA:SILENCE
54	303	6	YELLOW_15	1900	PORT_1	CHIEF_BOGO::FALSE,MISS_PIGGY:KNOCK_BACK,DUKE_CABOOM::FALSE,ANIMAL::FALSE	MR_INCREDIBLE::FALSE,SHERIFF_OF_NOTTINGHAM:SAP,JOHN_SILVER:TANK,ROCKETEER:TRUE_DAMAGE,TIMON_AND_PUMBAA	[boss]SADNESS:SORROW,BARLEY_LIGHTFOOT:QUEST,SLINKY_DOG:SCARED,HAMM:SAP,TIGGER:ENERGY,LI_SHANG:BLIND
55	308	6	YELLOW_16	1935	PORT_2	BO_PEEP:HEAL,ELSA:FREEZE,MULAN:KNOCKBACK,LOCK_SHOCK_BARREL:FATIGUE	CARL:SILENCE,WASABI:SKILL1:FALSE,BELLE:SAP,JUDY_HOPPS::FALSE,WALL_E::FALSE	[boss]FRED_FREDERICKSON:SKILL2,BO_PEEP:HEAL,BALOO:CHARM,SCROOGE_MCDUCK:PULL_STUN,MEGAVOLT:CONTROL_COUNTER,SYNDROME:SLOW
56	313	6	YELLOW_17	1970	PORT_3	SWEDISH_CHEF:LOBSTER,JACK_JACK::FALSE,HAMM:SAP,JACK_SPARROW::FALSE	SHANK,MULAN:HEAL_ON_CRIT:FALSE,VINNY_SANTORINI::FALSE,CAPTAIN_AMELIA:SKILL,ROCKETEER:TRUE_DAMAGE	[boss]CARL:SILENCE,ROCKETEER:SKILL1,RANDALL_BOGGS:TRUE_DMG,MULAN:HEAL_ON_CRIT,MISS_PIGGY:KNOCK_BACK,PLEAKLEY:DOT
57	318	6	YELLOW_18	2005	PORT_4	FOZZIE::FALSE,GONZO::FALSE,KIM_POSSIBLE::FALSE,VIOLET::FALSE	BALOO::FALSE,EEYORE,CALHOUN:SHIELDS:FALSE,TIGGER::FALSE,TRON:TANK	[boss]SADNESS:SORROW,GO_GO:SLOW,RANDALL_BOGGS:TRUE_DMG,DEMONA:SKILL3,MANTICORE:DOT,PHIL:TANK
58	323	6	YELLOW_19	2040	PORT_5	MR_BIG_AND_KOSLOV:STUDY,GADGET_HACKWRENCH::FALSE,KING_LOUIE:SLOW,BUNSEN_AND_BEAKER::FALSE	JOHN_SILVER:STUDY,DUKE_CABOOM::FALSE,BELLE:SAP,MERIDA::FALSE,ANGEL:SILENCE	[boss]BARLEY_LIGHTFOOT:SKILL1,VINNY_SANTORINI:BLIND,GO_GO:SLOW,DEMONA:SCARE,HAMM:TANK,ZEUS:TENACITY_REDUC
59	328	6	YELLOW_20	2075	PORT_6	CLAWHAUSER:REALITY,FRED_FREDERICKSON::FALSE,MANTICORE:DOT,FAIRY_GODMOTHER:REFLECT	MAXIMUS::FALSE,HADES,JESSIE:JUMP_EARLY:FALSE,MIKE::FALSE,LILO:SCARE	[boss]BO_PEEP:HEAL,GO_GO:SLOW,ELSA:SHIELD,POWERLINE:BLIND,FEAR:DREAD,SYNDROME:SLOW
60	333	6	YELLOW_21	2110	PORT_7	SADNESS:SORROW,MISS_PIGGY:KNOCK_BACK,GADGET_HACKWRENCH:ENERGY_GAIN,JIM_HAWKINS:ENERGIZED	FOZZIE,SADNESS,DARKWING_DUCK,JAFAR::FALSE,LOCK_SHOCK_BARREL:FATIGUE:FALSE	[boss]BARLEY_LIGHTFOOT:QUEST,MADAM_MIM:DAMAGE,BOLT:SKILL3,MISS_PIGGY:KNOCK_BACK,SCROOGE_MCDUCK:DAMAGE_STUN,KRISTOFF_AND_SVEN:HEAL
61	338	6	YELLOW_22	2145	PORT_8	MR_BIG_AND_KOSLOV:STUDY,JACK_SKELLINGTON::FALSE,GADGET_HACKWRENCH:SKILL2,STITCH::FALSE	BARLEY_LIGHTFOOT:QUEST,SIMBA_AND_NALA:ARMOR:FALSE,BOLT:BASIC_ATTACK,HIRO::FALSE,FAIRY_GODMOTHER::FALSE	[boss]FRED_FREDERICKSON:BLIND,SADNESS:CRIT,ROCKETEER:SKILL1,VINNY_SANTORINI:BLIND,MUSHU:BLIND,JOY:ARMOR
62	343	6	YELLOW_23	2180	PORT_9	SLINKY_DOG:SHIELD,SULLEY::FALSE,ZEUS::FALSE,ELSA:FREEZE	SALLY:REALITY:FALSE,BOLT::FALSE,RANDALL_BOGGS,DEMONA::FALSE,BUNSEN_AND_BEAKER::FALSE	[boss]SHERIFF_OF_NOTTINGHAM:CHARM,MISS_PIGGY:KNOCK_BACK,RANDALL_BOGGS:TRUE_DMG,CHESHIRE_CAT:SAP,LILO:SCARE,JUMBA:PRECISE
63	348	6	YELLOW_24	2215	PORT_10	SADNESS:CRIT,JASMINE::FALSE,MULAN:KNOCKBACK,JACK_SPARROW::FALSE	FRED_FREDERICKSON:BLIND,RANDALL_BOGGS::FALSE,SHEGO:ENERGIZED,GADGET_HACKWRENCH::FALSE,LI_SHANG:BLIND	[boss]SLINKY_DOG:SCARED,FOZZIE:SLOW,BELLE:SAP,RANDALL_BOGGS:DODGE,KRISTOFF_AND_SVEN:HEAL,LI_SHANG:SILENCE
64	353	6	YELLOW_25	2250	PORT_11	FOZZIE::FALSE,GADGET_HACKWRENCH::FALSE,SARAH_SANDERSON:TANK,FAIRY_GODMOTHER::FALSE	OOGIE_BOOGIE:POWER,MULAN:HEAL_ON_CRIT:FALSE,ELSA:SHIELD,NAMAARI::FALSE,JOY::FALSE	[boss]BAYMAX:SHIELD,RAYA:BD_GAIN,ZEUS:TENACITY_REDUC,PETE:ANTI_REFLECT,CHESHIRE_CAT:SAP,KAA:CHARM
65	358	6	YELLOW_26	2285	PORT_12	MR_BIG_AND_KOSLOV:SCARED_FROZEN,RANDALL_BOGGS::FALSE,SHEGO:FANTASTIC,BEAST::FALSE	GOOFY,WASABI:SKILL1:FALSE,ROBIN_HOOD::FALSE,STITCH:SLOW,MEGAVOLT:TANK_COUNTER	[boss]PACHA:SUPPORT,PLEAKLEY:DOT,MADAM_MIM:ENERGY,MULAN:HEAL_ON_CRIT,LOCK_SHOCK_BARREL:FATIGUE,MUSHU:BLIND
66	363	6	YELLOW_27	2320	PORT_13	MEILIN_LEE:TANKY,SHAN_YU:STUDY,PETER_PAN:SKILL3,CINDERELLA:BLIND	SHANK:ENERGY,RON_STOPPABLE:STUN,DUCKY_AND_BUNNY:CONTROL,THE_MAYOR:SAP,FLASH:SLOW	[boss]MAUI:HP,JACK_SKELLINGTON:DOT,BUZZ:ATTACK_SPEED,ALADDIN:SPEED,MILO_THATCH:RESIST,TIGGER:KNOCKBACK
67	368	6	YELLOW_28	2355	PORT_14	PRINCE_PHILLIP:SUPPORT,BUZZ:ATTACK_SPEED,VANELLOPE:BACKLINE,LUCA_AND_ALBERTO:SPEED	LITTLE_JOHN:DODGE,JAKE_LONG:TANK,EVIL_QUEEN:STUN,MOTHER_GOTHEL:ENDURE,ROCKETEER:TRUE_DAMAGE	[boss]PACHA:SUPPORT,BALOO:CHARM,ROCKETEER:TRUE_DAMAGE,STITCH:SLOW,CHIP_AND_DALE:SKILL1,DAISY_DUCK:SCARE
68	373	6	YELLOW_29	2390	PORT_15	BAYMAX:FREEZE,SHAN_YU:SHIELD,RANDALL_BOGGS:DODGE,ALICE:DAMAGE	JAKE_LONG:TANK,SHAN_YU:STUDY,DAISY_DUCK:ANTI_CHARM,SHEGO:ENERGIZED,MILO_THATCH:STUDY	[boss]MEILIN_LEE:SHIELDS,VANELLOPE:BACKLINE,MERIDA:FIRE,QUORRA:CRIT,TWENTY_TWO:SLOW,MUSHU:BLIND
