	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107
32	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	14																																																																											
33	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	14																																																																										
34	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	14																																																																									
35	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	14																																																																								
36	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	14																																																																							
37	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	14																																																																						
38	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	14																																																																					
39	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	15																																																																				
40	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	15																																																																			
41	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	12	70																																																																		
42	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	10	70	75																																																																	
43	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	70	75	80																																																																
44	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85																																																															
45	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90																																																														
46	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95																																																													
47	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100																																																												
48	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105																																																											
49	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110																																																										
50	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115																																																									
51	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120																																																								
52	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130																																																							
53	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135																																																						
54	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140																																																					
55	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150																																																				
56	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155																																																			
57	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165																																																		
58	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175																																																	
59	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180																																																
60	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190																																															
61	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200																																														
62	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210																																													
63	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220																																												
64	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230																																											
65	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245																																										
66	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255																																									
67	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270																																								
68	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285																																							
69	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295																																						
70	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310																																					
71	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325																																				
72	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630																																			
73	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995																																		
74	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395																																	
75	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830																																
76	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315																															
77	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845																														
78	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430																													
79	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075																												
80	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780																											
81	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560																										
82	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415																									
83	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355																								
84	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390																							
85	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530																						
86	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780																					
87	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160																				
88	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675																			
89	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345																		
90	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095																	
91	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260																
92	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895															
93	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080														
94	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890													
95	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320												
96	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690											
97	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690										
98	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745									
99	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005								
100	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005	78,105							
101	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005	78,105	89,825						
102	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005	78,105	89,825	112,280					
103	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005	78,105	89,825	112,280	151,575				
104	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005	78,105	89,825	112,280	151,575	166,730			
105	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005	78,105	89,825	112,280	151,575	166,730	183,405		
106	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005	78,105	89,825	112,280	151,575	166,730	183,405	220,085	
107	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	70	75	80	85	90	95	100	105	110	115	120	130	135	140	150	155	165	175	180	190	200	210	220	230	245	255	270	285	295	310	325	3,630	3,995	4,395	4,830	5,315	5,845	6,430	7,075	7,780	8,560	9,415	10,355	11,390	12,530	13,780	15,160	16,675	18,345	21,095	24,260	27,895	32,080	36,890	41,320	46,690	53,690	61,745	71,005	78,105	89,825	112,280	151,575	166,730	183,405	220,085	242,095
