	NODE	WEIGHT	QUANTITY	RESULT	BEHAVIOR
79	GEAR_FULL_NEED_INNER	33	1	<BLUE_FULL>, <PURPLE_FULL>, <ORANGE_FULL>,<RED_FULL>,<YELLOW_FULL>,<EMERALD_FULL>,<SAPPHIRE_FULL>	NeededGear(-1) & PickRandom
80	GEAR_FULL_NEED_FALLBACK	1	1	<BLUE_FULL>, <PURPLE_FULL>, <ORANGE_FULL>,<RED_FULL>,<YELLOW_FULL>,<EMERALD_FULL>,<SAPPHIRE_FULL>	PickRandom
81	BLUE_FULL	1	1	<@BLUE_GEAR_NO_SHARDS_LIST>, <@BLUE_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
82	PURPLE_FULL	1	1	<@PURPLE_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
83	ORANGE_FULL	1	1	<@ORANGE_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
84	RED_FULL	1	1	<@RED_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
85	YELLOW_FULL	1	1	<@YELLOW_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
86	EMERALD_FULL	1	1	<@EMERALD_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
87	SAPPHIRE_FULL	1	1	<@SAPPHIRE_GEAR_NO_SHARDS_LIST>	RetainIf(AvailableItem)
88	BLUE_SHARD	1	3 to 20	<@BLUE_SHARD_LIST>	RetainIf(AvailableItem)
89	PURPLE_SHARD	30	3 to 20	<@PURPLE_SHARD_LIST>	RetainIf(AvailableItem)
90	PURPLE_SHARD	30	3 to 20	<@PURPLE_SHARD_LIST>	RetainIf(AvailableItem)
91	ORANGE_SHARD	30	3 to 20	<@ORANGE_SHARD_LIST>	RetainIf(AvailableItem)
92	RED_SHARD	25	3 to 20	<@RED_SHARD_LIST>	RetainIf(AvailableItem)
93	YELLOW_SHARD	20	3 to 20	<@YELLOW_SHARD_LIST>	RetainIf(AvailableItem)
94	EMERALD_SHARD	10	3 to 20	<@EMERALD_SHARD_LIST>	RetainIf(AvailableItem)
95	SAPPHIRE_SHARD	5	3 to 20	<@SAPPHIRE_SHARD_LIST>	RetainIf(AvailableItem)
