	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
14	104	6	ORANGE_3	500	PORT_1	FELIX,SOULLESS_MAGE_F,JESSIE,TIA_DALMA	SOULLESS_GHOUL_F,REX,SOULLESS_SPLASH_F,SOULLESS_BUG_F,TIA_DALMA	FELIX,SOULLESS_SWORD_F,SOULLESS_AUTOTURRET,[boss]SOULLESS_SPLASH_F,MALEFICENT
15	109	6	ORANGE_4	535	PORT_1	REX,HERCULES,JESSIE,SOULLESS_SWORD_F	HADES,ELASTIGIRL,SOULLESS_SPLASH_F,SOULLESS_MAGE_F,EMPEROR_ZURG	REX,ELASTIGIRL,EMPEROR_ZURG,NICK_WILDE,[boss]TIA_DALMA
16	114	6	ORANGE_5	570	PORT_1	NICK_WILDE,FELIX,SOULLESS_GLASS_CANNON_F,ELASTIGIRL	SULLEY,SOULLESS_GHOUL_F,HADES,VANELLOPE,SOULLESS_MAGE_F	SULLEY,REX,[boss]SOULLESS_GLASS_CANNON_F,ELASTIGIRL,HIRO
17	119	6	ORANGE_6	605	PORT_1	HADES,JESSIE,SOULLESS_BUG_F,GENIE	SULLEY,JESSIE,EVE,SOULLESS_TURRET,SOULLESS_MAGE_F	SOULLESS_SWORD_F,[boss]FELIX,SULLEY,SOULLESS_GLASS_CANNON_F,HIRO
18	124	6	ORANGE_7	640	PORT_1	REX,EVE,SOULLESS_SPLASH_F,SOULLESS_SPLASH_F	FELIX,MIKE,EVE,SOULLESS_MAGE_F,STITCH	REX,HADES,MIKE,[boss]GENIE,SULLEY
19	129	6	ORANGE_8	675	PORT_1	FELIX,SULLEY,SOULLESS_SPLASH_F,KEVIN_FLYNN	SOULLESS_SWORD_F,REX,SULLEY,ELASTIGIRL,TIA_DALMA	REX,SULLEY,[boss]SOULLESS_GLASS_CANNON_F,YAX,FROZONE
20	134	6	RED	710	PORT_1	FELIX,SOULLESS_MAGE_F,JESSIE,TIA_DALMA	REX,SOULLESS_SWORD_F,ELASTIGIRL,SOULLESS_MAGE_F,MALEFICENT	SULLEY,[boss]REX,ELASTIGIRL,TIA_DALMA,FROZONE
21	139	6	RED_1	745	PORT_1	SULLEY,SOULLESS_GHOUL_F,SOULLESS_TURRET,EMPEROR_ZURG	SOULLESS_GHOUL_F,FELIX,ELASTIGIRL,STITCH,GENIE	SOULLESS_SWORD_F,FELIX,REX,[boss]SOULLESS_TURRET,YAX
22	144	6	RED_2	780	PORT_1	REX,SOULLESS_AUTOTURRET,EVE,KEVIN_FLYNN	SOULLESS_GHOUL_F,SOULLESS_SWORD_F,FELIX,SOULLESS_CANNON,KEVIN_FLYNN	FELIX,JACK_JACK,[boss]JESSIE,SOULLESS_MAGE_F,HIRO
23	149	6	RED_3	815	PORT_1	SULLEY,EVE,JACK_JACK,MIKE	HADES,REX,SOULLESS_SPLASH_F,SOULLESS_SWORD_F,TIA_DALMA	[boss]FELIX,DUCKY_AND_BUNNY,SOULLESS_GHOUL_F,BO_PEEP,MALEFICENT
24	154	6	RED_4	850	PORT_1	HADES,SOULLESS_GHOUL_F,JESSIE,STITCH	HADES:DOT,SOULLESS_MAGE_F,SOULLESS_SPLASH_F,SOULLESS_TURRET,URSULA	[boss]FELIX:FREEZE,REX,SOULLESS_GHOUL_F,BO_PEEP:ARMOR_DEBUFF,URSULA
25	159	6	RED_5	885	PORT_1	FELIX:FREEZE,VANELLOPE,JESSIE,TIA_DALMA	REX,VANELLOPE,MIKE,SOULLESS_TURRET,SOULLESS_MAGE_F	JOY,FELIX,SULLEY,[boss]VANELLOPE,FROZONE
26	164	6	RED_6	920	PORT_1	HADES,SOULLESS_AUTOTURRET,ELASTIGIRL,GENIE	FELIX,JESSIE,STITCH,SOULLESS_SPLASH_F,SOULLESS_GLASS_CANNON_F	SOULLESS_GHOUL_F,[boss]SULLEY,YAX:SLOW,MISS_PIGGY,MALEFICENT
27	169	6	RED_7	955	PORT_1	REX,SOULLESS_TURRET,VANELLOPE,MALEFICENT	SOULLESS_SWORD_F,MIKE,VANELLOPE,NICK_WILDE,SOULLESS_SPLASH_F	FELIX:FREEZE,[boss]STITCH,MEGARA:INVINCIBLE,TIMON_AND_PUMBAA,MULAN
28	174	6	RED_8	990	PORT_2	SOULLESS_GHOUL_F,EVE,HIRO,MALEFICENT	SOULLESS_GHOUL_F,SULLEY,JACK_JACK,MALEFICENT,TIA_DALMA	FELIX,SOULLESS_MAGE_F,JESSIE,MIKE,[boss]URSULA
29	179	6	RED_9	1025	PORT_1	RALPH,JACK_JACK,SIMBA_AND_NALA,HUEY_DEWEY_LOUIE	OLAF,BUZZ,CALHOUN,WOODY,TIGGER	GOOFY:BLIND:FALSE,CALHOUN,BEAST,DARKWING_DUCK::FALSE,SCAR::FALSE
30	184	6	RED_10	1060	PORT_1	OLAF::FALSE,JACK_SKELLINGTON::FALSE,ELASTIGIRL::FALSE,BELLE::FALSE	GERALD_MARLIN_NEMO:ARMOR:FALSE,NICK_WILDE::FALSE,SCAR:SPEED:FALSE,KIDA::FALSE,TIA_DALMA::FALSE	[boss]BO_PEEP::FALSE,ELSA::FALSE,EVE::FALSE,DASH::FALSE,WOODY:LASSO_EARLY:FALSE
31	189	6	RED_11	1095	PORT_1	MR_INCREDIBLE::FALSE,HECTOR_BARBOSSA::FALSE,MEGAVOLT::FALSE,FROZONE::FALSE	MAUI::FALSE,HERCULES::FALSE,SALLY::FALSE,RANDALL_BOGGS:TRUE_DMG,MINNIE_MOUSE::FALSE	[boss]OOGIE_BOOGIE:SCARE:FALSE,MADAM_MIM::FALSE,MEGAVOLT:CONTROL_COUNTER:FALSE,HECTOR_BARBOSSA::FALSE,LI_SHANG::FALSE
32	194	6	RED_12	1130	PORT_2	SHANK::FALSE,BELLE::FALSE,DUCKY_AND_BUNNY::FALSE,POWERLINE::FALSE	OOGIE_BOOGIE,HECTOR_BARBOSSA:STUDY:FALSE,SIMBA_AND_NALA::FALSE,JACK_SPARROW:HP,MULAN::FALSE	[boss]MAUI::FALSE,SALLY::FALSE,WINNIE_THE_POOH::FALSE,QUORRA:CRIT,TIA_DALMA::FALSE
33	199	6	RED_13	1165	PORT_3	GERALD_MARLIN_NEMO::FALSE,BELLE::FALSE,HIRO::FALSE,SYNDROME::FALSE	GOOFY:SHIELD:FALSE,NICK_WILDE::FALSE,QUORRA:CRIT:FALSE,BEAST::FALSE,SYNDROME::FALSE	[boss]SULLEY::FALSE,OLAF::FALSE,SHANK::FALSE,SHAN_YU:SHIELD,TIMON_AND_PUMBAA::FALSE
34	204	6	RED_14	1200	PORT_4	RALPH::FALSE,DASH::FALSE,JACK_SPARROW::FALSE,WALL_E::FALSE	MAUI:HP:FALSE,ELSA::FALSE,SCROOGE_MCDUCK,BELLE::FALSE,MISS_PIGGY::FALSE	[boss]SALLY:POISON:FALSE,MR_INCREDIBLE::FALSE,JACK_SPARROW::FALSE,EVE::FALSE,ALADDIN::FALSE
35	209	6	RED_15	1235	PORT_5	BAYMAX::FALSE,EMPEROR_ZURG::FALSE,LINGUINI_AND_REMY::FALSE,TRON::FALSE	GOOFY:BLIND:FALSE,BUZZ::FALSE,KIDA:ENERGY:FALSE,ANGER::FALSE,GIZMODUCK::FALSE	[boss]OOGIE_BOOGIE:POWER:FALSE,ROBIN_HOOD::FALSE,JACK_SPARROW,BUZZ::FALSE,ANGER::FALSE
36	214	6	RED_16	1270	PORT_6	RALPH::FALSE,JACK_SKELLINGTON::FALSE,MULAN::FALSE,BELLE::FALSE	MAXIMUS,GERALD_MARLIN_NEMO::FALSE,EVIL_QUEEN::FALSE,CAPTAIN_HOOK::FALSE,ANIMAL:SHIELD:FALSE	[boss]EEYORE,SCROOGE_MCDUCK:PULL_STUN:FALSE,KING_LOUIE::FALSE,STITCH:SLOW,ELASTIGIRL::FALSE
37	219	6	RED_17	1305	PORT_7	HADES::FALSE,JESSIE::FALSE,MADAM_MIM::FALSE,HUEY_DEWEY_LOUIE::FALSE	BO_PEEP::FALSE,FELIX::FALSE,MR_INCREDIBLE::FALSE,HECTOR_BARBOSSA:STUDY,LINGUINI_AND_REMY::FALSE	[boss]GERALD_MARLIN_NEMO,STITCH:BITE:FALSE,ANGER::FALSE,MOANA:JUMP,ELASTIGIRL::FALSE
38	224	6	RED_18	1340	PORT_8	RALPH::FALSE,TIGGER::FALSE,HUEY_DEWEY_LOUIE::FALSE,KEVIN_FLYNN::FALSE	CHIEF_BOGO::FALSE,GOOFY::FALSE,BALOO::FALSE,JACK_SKELLINGTON:DOT,DONALD_DUCK::FALSE	[boss]GERALD_MARLIN_NEMO,BELLE:SPEED:FALSE,JASMINE::FALSE,STITCH:SLOW,DASH::FALSE
39	229	6	YELLOW	1375	PORT_9	REX::FALSE,MOANA::FALSE,BUZZ::FALSE,RAPUNZEL::FALSE	OLAF:FREEZE:FALSE,DARKWING_DUCK::FALSE,HECTOR_BARBOSSA,SHAN_YU::FALSE,ANGER::FALSE	[boss]MAUI::FALSE,ANGER:DAMAGE_ROLE:FALSE,STITCH:SLOW,COLETTE::FALSE,LI_SHANG::FALSE
40	234	6	YELLOW_1	1410	PORT_10	BO_PEEP::FALSE,DASH::FALSE,MOANA::FALSE,POWERLINE::FALSE	HADES::FALSE,JACK_SKELLINGTON::FALSE,MADAM_MIM::FALSE,HECTOR_BARBOSSA::FALSE,LI_SHANG:BLIND:FALSE	[boss]FELIX:ANGER:FALSE,GONZO::FALSE,MISS_PIGGY::FALSE,EVE::FALSE,EMPEROR_ZURG::FALSE
41	239	6	YELLOW_2	1445	PORT_11	REX::FALSE,EVE::FALSE,VANELLOPE::FALSE,SCAR::FALSE	BO_PEEP,CHIEF_BOGO::FALSE,BUZZ::FALSE,KRISTOFF_AND_SVEN::FALSE,FINNICK:ENERGY:FALSE	[boss]WINNIE_THE_POOH:HEALING:FALSE,TIGGER::FALSE,SHAN_YU:SHIELD:FALSE,DUCKY_AND_BUNNY::FALSE,HANK_AND_DORY::FALSE
42	244	6	YELLOW_3	1480	PORT_12	BALOO::FALSE,TIGGER::FALSE,MEGAVOLT::FALSE,HANK_AND_DORY::FALSE	BALOO:CHARM:FALSE,OOGIE_BOOGIE::FALSE,ANGER::FALSE,JASMINE::FALSE,DARKWING_DUCK::FALSE	[boss]SALLY::FALSE,ANGER::FALSE,DUKE_CABOOM::FALSE,MOANA::FALSE,MUSHU:BLIND:FALSE
43	249	6	YELLOW_4	1515	PORT_13	CHIEF_BOGO::FALSE,BELLE::FALSE,MISS_PIGGY::FALSE,DONALD_DUCK::FALSE	HADES,HERCULES::FALSE,BEAST::FALSE,BASIL::FALSE,KRISTOFF_AND_SVEN:HEAL:FALSE	[boss]SULLEY::FALSE,STITCH:SLOW:FALSE,BELLE:SAP,GENIE::FALSE,RAFIKI::FALSE
44	254	6	YELLOW_5	1550	PORT_14	SULLEY::FALSE,VANELLOPE::FALSE,BASIL::FALSE,LINGUINI_AND_REMY::FALSE	GERALD_MARLIN_NEMO:ARMOR:FALSE,KIDA::FALSE,SIMBA_AND_NALA:ARMOR:FALSE,MULAN::FALSE,ANIMAL::FALSE	[boss]OLAF:FREEZE:FALSE,MISS_PIGGY::FALSE,SOULLESS_DINOSAUR_F,KING_LOUIE::FALSE,ELASTIGIRL::FALSE
45	259	6	YELLOW_6	1585	PORT_15	FELIX::FALSE,EEYORE::FALSE,BUZZ::FALSE,KIDA::FALSE	SULLEY::FALSE,MISS_PIGGY::FALSE,BEAST::FALSE,SHAN_YU::FALSE,JAFAR:ROLES:FALSE	[boss]MR_INCREDIBLE::FALSE,MEGAVOLT::FALSE,ROBIN_HOOD::FALSE,NICK_WILDE::FALSE,TRON:TANK:FALSE
46	264	6	YELLOW_7	1620	PORT_1	BO_PEEP::FALSE,DUCKY_AND_BUNNY::FALSE,SIMBA_AND_NALA::FALSE,JESSIE::FALSE	HERCULES::FALSE,GERALD_MARLIN_NEMO::FALSE,SALLY::FALSE,PLEAKLEY:DOT,MERLIN::FALSE	[boss]MAXIMUS:BUFF_REMOVAL:FALSE,ROBIN_HOOD::FALSE,JACK_SKELLINGTON,MADAM_MIM::FALSE,BUZZ::FALSE
47	269	6	YELLOW_8	1655	PORT_2	HADES::FALSE,OOGIE_BOOGIE::FALSE,VANELLOPE::FALSE,JACK_SPARROW::FALSE	BALOO:HOT:FALSE,HECTOR_BARBOSSA::FALSE,SOULLESS_DINOSAUR_F,MERIDA::FALSE,SIMBA_AND_NALA::FALSE	[boss]SULLEY::FALSE,OOGIE_BOOGIE::FALSE,BAYMAX::FALSE,KING_LOUIE:BANANA,COLETTE::FALSE
48	274	6	YELLOW_9	1690	PORT_3	BALOO::FALSE,SCROOGE_MCDUCK::FALSE,BELLE::FALSE,STITCH::FALSE	WINNIE_THE_POOH:HUNNY:FALSE,ALADDIN::FALSE,JACK_SKELLINGTON:DUCK:FALSE,BELLE::FALSE,MAGICA_DE_SPELL::FALSE	[boss]MAUI:BITE:FALSE,SHAN_YU::FALSE,ELSA:SHIELD:FALSE,ANGER::FALSE,JUMBA::FALSE
49	279	6	YELLOW_10	1725	PORT_4	EEYORE::FALSE,MOANA::FALSE,TIA_DALMA::FALSE,JOY::FALSE	HADES:DOT:FALSE,BAYMAX::FALSE,MIKE::FALSE,DUKE_CABOOM::FALSE,BEAST::FALSE	[boss]FELIX:ANGER:FALSE,OLAF::FALSE,SIMBA_AND_NALA::FALSE,ANGER::FALSE,MOANA::FALSE
50	284	6	YELLOW_11	1760	PORT_5	OOGIE_BOOGIE::FALSE,OLAF::FALSE,SHAN_YU::FALSE,ELASTIGIRL::FALSE	OOGIE_BOOGIE,BO_PEEP::FALSE,MISS_PIGGY::FALSE,WOODY::FALSE,MUSHU:CRIT:FALSE	[boss]OLAF::FALSE,GONZO::FALSE,BELLE:SPEED:FALSE,DARKWING_DUCK::FALSE,MINNIE_MOUSE::FALSE
51	289	6	YELLOW_12	1795	PORT_6	SALLY::FALSE,WINNIE_THE_POOH::FALSE,SHAN_YU::FALSE,LAUNCHPAD_MCQUACK::FALSE	BO_PEEP::FALSE,GOOFY::FALSE,OLAF::FALSE,KING_LOUIE:SLOW,CHESHIRE_CAT::FALSE	[boss]REX::FALSE,JACK_SKELLINGTON:DUCK:FALSE,ROBIN_HOOD:CONTROL,WALL_E::FALSE,DAVY_JONES::FALSE
52	294	6	YELLOW_13	1830	PORT_7	SULLEY::FALSE,MOANA::FALSE,MULAN::FALSE,STITCH::FALSE	HERCULES::FALSE,ALADDIN::FALSE,JACK_SKELLINGTON:DUCK:FALSE,HECTOR_BARBOSSA:STUDY,MAGICA_DE_SPELL::FALSE	[boss]MAXIMUS:BUFF_REMOVAL:FALSE,SHAN_YU::FALSE,ELSA:SHIELD:FALSE,EVE::FALSE,RAFIKI::FALSE
53	299	6	YELLOW_14	1865	PORT_8	SWEDISH_CHEF:LOBSTER,MR_INCREDIBLE::FALSE,TIGGER:KNOCKBACK,ESMERALDA:DJALI	HERCULES,JOHN_SILVER,SIMBA_AND_NALA,MINNIE_MOUSE::FALSE,JUMBA:DAMAGE_ROLE:FALSE	[boss]SHERIFF_OF_NOTTINGHAM:CHARM,BALOO:HOT,HELGA:BERSERK,RANDALL_BOGGS:DODGE,MISS_PIGGY:KNOCK_BACK,QUACKERJACK:INVINCIBLE
54	304	6	YELLOW_15	1900	PORT_9	RALPH::FALSE,OOGIE_BOOGIE::FALSE,BEAST::FALSE,RUSSELL_AND_KEVIN::FALSE	FOZZIE::FALSE,BALOO:CHARM,SLINKY_DOG:SHIELD,SCROOGE_MCDUCK:PULL_STUN,HANK_AND_DORY	[boss]MAXIMUS:STUDY,BALOO:HOT,BUNSEN_AND_BEAKER:SPEED,PLEAKLEY:FREEZE,CAPTAIN_AMELIA:SKILL,HAMM:TANK
55	309	6	YELLOW_16	1935	PORT_10	BO_PEEP:ARMOR_DEBUFF,WASABI:ENERGY,PETER_PAN::FALSE,LOCK_SHOCK_BARREL:FATIGUE	GOOFY,HADES,ROBIN_HOOD,COLETTE::FALSE,DISGUST:SKILL1:FALSE	[boss]MR_BIG_AND_KOSLOV:STUDY,SHERIFF_OF_NOTTINGHAM:SAP,KING_LOUIE:SLOW,WASABI:ENERGY,CAPTAIN_AMELIA:SPEED,JOY:ARMOR
56	314	6	YELLOW_17	1970	PORT_11	JOHN_SILVER:STUDY,KIDA:ENERGY,SHAN_YU:SHIELD,POWERLINE:BLIND	OLAF,EEYORE,MULAN,RUSSELL_AND_KEVIN::FALSE,WALL_E:DISABLES:FALSE	[boss]MAXIMUS:STUDY,MEGAVOLT:CONTROL_COUNTER,SHAN_YU:STUDY,ESMERALDA:DJALI,JOY:DISABLE,HONEY_LEMON:BD_BUFF
57	319	6	YELLOW_18	2005	PORT_12	OLAF::FALSE,HAMM:TANK,CAPTAIN_AMELIA::FALSE,ESMERALDA::FALSE	JOHN_SILVER:STUDY,KIDA::FALSE,SIMBA_AND_NALA:ARMOR,DUKE_CABOOM::FALSE,POWERLINE:DEBUFF_CLEAR	[boss]BALOO:CHARM,ROCKETEER:SKILL1,EVIL_QUEEN:STUN,LILO:SCARE,DAVY_JONES:CURSE,LI_SHANG:BLIND
58	324	6	YELLOW_19	2040	PORT_13	SADNESS:CRIT,BELLE:SPEED,WASABI:SKILL1,POWERLINE:DEBUFF_CLEAR	JOHN_SILVER,SALLY,RANDALL_BOGGS,MINNIE_MOUSE::FALSE,MALEFICENT:DRAIN:FALSE	[boss]MR_BIG_AND_KOSLOV:SCARED_FROZEN,MAXIMUS:BUFF_REMOVAL,FOZZIE:SLOW,ZEUS:TENACITY_REDUC,BOLT:SKILL3,LILO:SCARE
59	329	6	YELLOW_20	2075	PORT_14	BALOO:CHARM,WASABI:SKILL1,BUZZ::FALSE,TRON:ENERGY	BALOO::FALSE,FRED_FREDERICKSON:BLIND,SHERIFF_OF_NOTTINGHAM:SAP,ELSA:FREEZE,POCAHONTAS	[boss]JOHN_SILVER:TANK,SADNESS:CRIT,MAXIMUS:STUDY,MEGAVOLT:CONTROL_COUNTER,RON_STOPPABLE:STUN,MARY_SANDERSON:ENERGY_STEAL
60	334	6	YELLOW_21	2110	PORT_15	MR_BIG_AND_KOSLOV:SCARED_FROZEN,SHANK::FALSE,ROBIN_HOOD::FALSE,MISS_PIGGY:DISABLE	BO_PEEP:ARMOR_DEBUFF:FALSE,SWEDISH_CHEF:LOBSTER,MISS_PIGGY,MIKE::FALSE,JACK_SPARROW::FALSE	[boss]BARLEY_LIGHTFOOT:QUEST,BUNSEN_AND_BEAKER:DIVERT,MADAM_MIM:DAMAGE,DEMONA:SCARE,CAPTAIN_AMELIA:SKILL,PHIL:DAMAGE
61	339	6	YELLOW_22	2145	PORT_1	SADNESS:SORROW,KING_LOUIE:BANANA,BELLE::FALSE,POWERLINE:DEBUFF_CLEAR	SLINKY_DOG:SHIELD:FALSE,GO_GO::FALSE,DEMONA,ROBIN_HOOD::FALSE,HECTOR_BARBOSSA::FALSE	[boss]MAXIMUS:BUFF_REMOVAL,EVIL_QUEEN:SPEED,CAPTAIN_AMELIA:SPEED,ELSA:FREEZE,MISS_PIGGY:KNOCK_BACK,BUNSEN_AND_BEAKER:DIVERT
62	344	6	YELLOW_23	2180	PORT_2	FOZZIE:HEAL,PLEAKLEY:DOT,MANTICORE::FALSE,TRON:TANK	SALLY:POISON:FALSE,JACK_SKELLINGTON::FALSE,SCROOGE_MCDUCK,MULAN::FALSE,DARKWING_DUCK::FALSE	[boss]BALOO:HOT,WASABI:SKILL1,MISS_PIGGY:KNOCK_BACK,CHESHIRE_CAT:SAP,PHIL:TANK,SARAH_SANDERSON:DAMAGE
63	349	6	YELLOW_24	2215	PORT_3	WINNIE_THE_POOH::FALSE,RANDALL_BOGGS::FALSE,FEAR:DREAD,YZMA::FALSE	CARL::FALSE,BO_PEEP,SIMBA_AND_NALA:SILENCE:FALSE,MULAN::FALSE,POWERLINE:DEBUFF_CLEAR	[boss]MR_BIG_AND_KOSLOV:STUDY,ELSA:SHIELD,MISS_PIGGY:DISABLE,RANDALL_BOGGS:TRUE_DMG,JUMBA:PRECISE,POWERLINE:BLIND
64	354	6	YELLOW_25	2250	PORT_4	SHERIFF_OF_NOTTINGHAM:SAP,FOZZIE::FALSE,TIGGER:ENERGY,DISGUST:SILENCE	CLAWHAUSER:DPS,SHAN_YU:STUDY:FALSE,MANTICORE:CURSE,QUACKERJACK::FALSE,ESMERALDA::FALSE	[boss]MAXIMUS:STUDY,PETE:ANTI_REFLECT,GO_GO:ENERGY,DARKWING_DUCK:CRIT,DR_DRAKKEN:SILENCE,KERMIT:TANK
65	359	6	YELLOW_26	2285	PORT_5	CARL:SILENCE,CAPTAIN_AMELIA::FALSE,MULAN:HEAL_ON_CRIT,JASMINE::FALSE	SWEDISH_CHEF::FALSE,SHERIFF_OF_NOTTINGHAM,KIDA:ENERGY:FALSE,MISS_PIGGY::FALSE,LILO:SCARE	[boss]OOGIE_BOOGIE:SCARE,GERALD_MARLIN_NEMO:INVINCIBLE,SHANK:ARMOR,BUNSEN_AND_BEAKER:SPEED,LI_SHANG:SILENCE,RAYA:ENDURE
66	364	6	YELLOW_27	2320	PORT_6	FRED_FREDERICKSON:BLIND,BOLT:SKILL3,TRON:ENERGY,JUMBA:DAMAGE_ROLE	FRED_FREDERICKSON:SKILL2,ANGER:DAMAGE_ROLE,MEGAVOLT:TANK_COUNTER,KAA:CHARM,SYNDROME:SLOW	[boss]BAYMAX:FREEZE,BARLEY_LIGHTFOOT:QUEST,RANDALL_BOGGS:TRUE_DMG,MADAM_MIM:ENERGY,JOY:DISABLE,POWERLINE:DEBUFF_CLEAR
67	369	6	YELLOW_28	2355	PORT_7	PACHA:SUPPORT,DUKE_CABOOM:CONTROL,DISGUST:SILENCE,BAGHEERA:HEAL	SWEDISH_CHEF:FATIGUE,SCROOGE_MCDUCK:PULL_STUN,DARKWING_DUCK:CRIT,CAPTAIN_AMELIA:SPEED,SHAN_YU:SHIELD	[boss]CLAWHAUSER:REALITY,HOPPER:STUN,PETER_PAN:SKILL3,BELLE:SPEED,WINIFRED_SANDERSON:BD,RAYA:ENDURE
68	374	6	YELLOW_29	2390	PORT_8	SADNESS:SORROW,ROCKETEER:TRUE_DAMAGE,RON_STOPPABLE:STUN,NAMAARI:FATIGUE	MR_BIG_AND_KOSLOV:SCARED_FROZEN,MEGAVOLT:TANK_COUNTER,ZEUS:TENACITY_REDUC,SHEGO:ENERGIZED,BAGHEERA:HEAL	[boss]SHANK:ENERGY,KIM_POSSIBLE:STUDY,THE_UNDERMINER:BD,BOLT:BASIC_ATTACK,POWERLINE:DEBUFF_CLEAR,MISS_PIGGY:DISABLE
69	379	6	YELLOW_30	2425	PORT_9	DUFF_KILLIGAN:TANKY,CHIP_AND_DALE:SKILL3,PEGASUS:SPEED,AGENT_P:STUN	PHOEBUS:TANKY,LITTLE_JOHN:DODGE,NEGADUCK:TANKY,DARKWING_DUCK:SHIELD,TWENTY_TWO:FATIGUE	[boss]QUASIMODO:SHIELDS,SIMBA_AND_NALA:ARMOR,PLEAKLEY:DOT,ALADDIN:SPEED,JUMBA:PRECISE,FLASH:SKILL3_PRECISE
