	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
37	230	6	RED_17	800	ESPORTS_ARENA_5	SALLY::FALSE,BEAST::FALSE,JESSIE::FALSE	SULLEY::FALSE,EVE::FALSE,JESSIE::FALSE,LAUNCHPAD_MCQUACK::FALSE	[boss]HADES,BELLE:SAP:FALSE,JACK_SPARROW::FALSE,SCROOGE_MCDUCK:DAMAGE_STUN,JACK_SKELLINGTON::FALSE
38	235	6	RED_18	815	ESPORTS_ARENA_5	GERALD_MARLIN_NEMO::FALSE,CALHOUN::FALSE,MADAM_MIM::FALSE	GOOFY::FALSE,KIDA::FALSE,SHAN_YU::FALSE,ANGER::FALSE	[boss]EEYORE:DISABLE_STUN:FALSE,ELSA::FALSE,ANGER:DOT:FALSE,ELASTIGIRL::FALSE,MIGUEL::FALSE
39	240	6	RED_19	830	ESPORTS_ARENA_5	FELIX::FALSE,SCAR::FALSE,CAPTAIN_HOOK::FALSE	BALOO::FALSE,JESSIE::FALSE,NICK_WILDE::FALSE,ANIMAL::FALSE	[boss]OOGIE_BOOGIE:POWER:FALSE,KIDA::FALSE,SIMBA_AND_NALA,DUKE_CABOOM::FALSE,STITCH::FALSE
40	245	6	YELLOW	845	ESPORTS_ARENA_5	OOGIE_BOOGIE::FALSE,MULAN::FALSE,CAPTAIN_HOOK::FALSE	SALLY::FALSE,RANDALL_BOGGS::FALSE,HECTOR_BARBOSSA::FALSE,ANGER::FALSE	[boss]BALOO::FALSE,EEYORE::FALSE,BAYMAX::FALSE,KING_LOUIE:BANANA,LAUNCHPAD_MCQUACK::FALSE
41	250	6	YELLOW_1	860	ESPORTS_ARENA_5	REX::FALSE,MAXIMUS::FALSE,MINNIE_MOUSE::FALSE	OLAF::FALSE,STITCH::FALSE,JASMINE::FALSE,KRISTOFF_AND_SVEN::FALSE	[boss]MR_INCREDIBLE,GONZO::FALSE,PLEAKLEY::FALSE,JUMBA::FALSE,RAPUNZEL:SKILL1_BUFF:FALSE
42	255	6	YELLOW_2	875	ESPORTS_ARENA_5	BAYMAX::FALSE,EMPEROR_ZURG::FALSE,DARKWING_DUCK::FALSE	MAXIMUS::FALSE,EVE::FALSE,DONALD_DUCK::FALSE,SYNDROME::FALSE	[boss]BAYMAX:SHIELD:FALSE,DUCKY_AND_BUNNY::FALSE,SIMBA_AND_NALA:ARMOR:FALSE,STITCH::FALSE,DONALD_DUCK::FALSE
43	260	6	YELLOW_3	890	ESPORTS_ARENA_5	SULLEY::FALSE,JESSIE::FALSE,SIMBA_AND_NALA::FALSE	EEYORE::FALSE,MULAN::FALSE,EVIL_QUEEN::FALSE,FROZONE::FALSE	[boss]GERALD_MARLIN_NEMO::FALSE,RALPH::FALSE,ALADDIN::FALSE,KEVIN_FLYNN::FALSE,HANK_AND_DORY:HARDY:FALSE
44	265	6	YELLOW_4	905	ESPORTS_ARENA_5	BO_PEEP::FALSE,DARKWING_DUCK::FALSE,KRISTOFF_AND_SVEN::FALSE	HADES::FALSE,CHIEF_BOGO::FALSE,MADAM_MIM::FALSE,JACK_JACK::FALSE	[boss]SALLY:REALITY:FALSE,MIKE::FALSE,STITCH:SLOW:FALSE,BEAST::FALSE,MINNIE_MOUSE::FALSE
45	270	6	YELLOW_5	920	ESPORTS_ARENA_5	MAUI::FALSE,PLEAKLEY::FALSE,STITCH::FALSE	OLAF::FALSE,SHANK::FALSE,ELASTIGIRL::FALSE,TIA_DALMA::FALSE	[boss]MAXIMUS,KIDA:ENERGY:FALSE,MEGAVOLT::FALSE,DARKWING_DUCK:SHIELD,TIGGER::FALSE
46	275	6	YELLOW_6	935	ESPORTS_ARENA_5	BALOO::FALSE,WINNIE_THE_POOH::FALSE,ALADDIN::FALSE	GERALD_MARLIN_NEMO::FALSE,SHAN_YU::FALSE,ALADDIN::FALSE,MAGICA_DE_SPELL::FALSE	[boss]NICK_WILDE,TIGGER:KNOCKBACK:FALSE,DARKWING_DUCK::FALSE,JACK_SPARROW:HP,SCAR::FALSE
47	280	6	YELLOW_7	950	ESPORTS_ARENA_5	RALPH::FALSE,ROBIN_HOOD::FALSE,MUSHU::FALSE	SHANK::FALSE,ANGER::FALSE,MEGAVOLT::FALSE,MERLIN::FALSE	[boss]FELIX::FALSE,MADAM_MIM::FALSE,DUCKY_AND_BUNNY::FALSE,MULAN::FALSE,HUEY_DEWEY_LOUIE:BEAR_TRAP:FALSE
48	285	6	YELLOW_8	965	ESPORTS_ARENA_5	OOGIE_BOOGIE::FALSE,SHAN_YU::FALSE,ANGER::FALSE	GERALD_MARLIN_NEMO::FALSE,JASMINE::FALSE,EVIL_QUEEN::FALSE,MICKEY_MOUSE::FALSE	[boss]BAYMAX:FREEZE:FALSE,SHAN_YU::FALSE,ROBIN_HOOD:CONTROL:FALSE,MISS_PIGGY::FALSE,DONALD_DUCK::FALSE
49	290	6	YELLOW_9	980	ESPORTS_ARENA_5	GERALD_MARLIN_NEMO::FALSE,JACK_SPARROW::FALSE,JASMINE::FALSE	OOGIE_BOOGIE::FALSE,SHANK::FALSE,EMPEROR_ZURG::FALSE,FINNICK::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD:FALSE,BO_PEEP::FALSE,ANGER::FALSE,NICK_WILDE::FALSE,MEGAVOLT::FALSE
50	295	6	YELLOW_10	995	ESPORTS_ARENA_5	EEYORE::FALSE,SIMBA_AND_NALA::FALSE,ANGER::FALSE	GERALD_MARLIN_NEMO::FALSE,GONZO::FALSE,KING_LOUIE::FALSE,MICKEY_MOUSE::FALSE	[boss]BAYMAX:SHIELD:FALSE,GONZO::FALSE,MIKE::FALSE,KIDA::FALSE,MEGAVOLT::FALSE
51	300	6	YELLOW_11	1010	ESPORTS_ARENA_5	CHIEF_BOGO::FALSE,VANELLOPE::FALSE,MIGUEL::FALSE	BO_PEEP::FALSE,CALHOUN::FALSE,DARKWING_DUCK::FALSE,MADAM_MIM::FALSE	[boss]MAUI:HP:FALSE,CHIEF_BOGO::FALSE,ELASTIGIRL::FALSE,DUCKY_AND_BUNNY::FALSE,MIKE::FALSE
52	305	6	YELLOW_12	1025	ESPORTS_ARENA_5	OOGIE_BOOGIE::FALSE,PLEAKLEY::FALSE,MAGICA_DE_SPELL::FALSE	BAYMAX::FALSE,BO_PEEP::FALSE,SHAN_YU::FALSE,COLETTE::FALSE	[boss]REX::FALSE,SALLY::FALSE,BELLE:SAP:FALSE,ANGER::FALSE,WALL_E::FALSE
53	310	6	YELLOW_13	1040	ESPORTS_ARENA_5	BO_PEEP::FALSE,NICK_WILDE::FALSE,VANELLOPE::FALSE	EEYORE::FALSE,BALOO::FALSE,RANDALL_BOGGS::FALSE,ELASTIGIRL::FALSE	[boss]GOOFY:BLIND:FALSE,ELASTIGIRL::FALSE,MOANA:JUMP:FALSE,BEAST::FALSE,JUMBA::FALSE
54	315	6	YELLOW_14	1055	ESPORTS_ARENA_5	FRED_FREDERICKSON:SKILL2,SCAR:INVIS,DARKWING_DUCK::FALSE,THE_HORNED_KING:SOLDIER	EEYORE:DISABLE_STUN:FALSE,EMPEROR_ZURG::FALSE,SHAN_YU,EVIL_QUEEN::FALSE,JACK_SPARROW::FALSE	[boss]FRED_FREDERICKSON:SKILL2,CARL:SILENCE,SHEGO:FANTASTIC,SHAN_YU:STUDY,RANDALL_BOGGS:TRUE_DMG,JASMINE:ENERGY
55	320	6	YELLOW_15	1070	ESPORTS_ARENA_5	JOHN_SILVER:TANK,EVIL_QUEEN::FALSE,PETE:ANTI_REFLECT,BUNSEN_AND_BEAKER::FALSE	EEYORE::FALSE,WINNIE_THE_POOH:HUNNY,BALOO:CHARM,BOLT:SKILL3,LAUNCHPAD_MCQUACK	[boss]PACHA:SUPPORT,SHANK:ARMOR,SLINKY_DOG:SCARED,DUKE_CABOOM:CONTROL,QUORRA:CRIT,CHESHIRE_CAT:SAP
56	325	6	YELLOW_16	1085	ESPORTS_ARENA_5	SLINKY_DOG::FALSE,WINNIE_THE_POOH::FALSE,SCAR::FALSE,NAMAARI::FALSE	GONZO:SPEED_COUNTER:FALSE,ELSA::FALSE,ROBIN_HOOD,EVE::FALSE,BELLE::FALSE	[boss]BARLEY_LIGHTFOOT:QUEST,JOHN_SILVER:STUDY,FOZZIE:SLOW,RANDALL_BOGGS:TRUE_DMG,GO_GO:ENERGY,NAMAARI:INVINCIBLE
57	330	6	YELLOW_17	1100	ESPORTS_ARENA_5	BO_PEEP:ARMOR_DEBUFF,HERCULES::FALSE,BELLE::FALSE,JASMINE:ENERGY	CLAWHAUSER:DPS,EMPEROR_ZURG::FALSE,BUNSEN_AND_BEAKER:DIVERT,ROBIN_HOOD::FALSE,LOCK_SHOCK_BARREL:FATIGUE	[boss]SADNESS:CRIT,BO_PEEP:HEAL,SLINKY_DOG:SCARED,MULAN:HEAL_ON_CRIT,ANGER:DAMAGE_ROLE,VOYD:ALLY
58	335	6	YELLOW_18	1115	ESPORTS_ARENA_5	FOZZIE:HEAL,GERALD_MARLIN_NEMO::FALSE,DEMONA::FALSE,HOPPER:STUN	CLAWHAUSER:REALITY,BUNSEN_AND_BEAKER:DIVERT,DUKE_CABOOM:CONTROL,THE_UNDERMINER::FALSE,CHESHIRE_CAT:INVISIBLE	[boss]EEYORE:SKILL4_BUFF,BALOO:CHARM,ANGER:DOT,RON_STOPPABLE:HEAL,FAIRY_GODMOTHER:REFLECT,TIGGER:KNOCKBACK
59	340	6	YELLOW_19	1130	ESPORTS_ARENA_5	HADES:TANK,SWEDISH_CHEF:FATIGUE,MADAM_MIM:DAMAGE,ELSA:SHIELD	BAYMAX:SHIELD,CARL:SILENCE,EEYORE:SKILL4_BUFF,DARKWING_DUCK:CRIT,KING_TRITON:SLOW	[boss]JOY:ARMOR,ANGER:DOT,POCAHONTAS:KNOCKBACK,KIDA:ENERGY,EVIL_QUEEN:STUN,SCAR:SPEED
60	345	6	YELLOW_20	1145	ESPORTS_ARENA_5	PACHA:SUPPORT,JASMINE:RAJAH_SKILL1,KING_LOUIE::FALSE,DAVY_JONES:CURSE	BARLEY_LIGHTFOOT:SKILL1:FALSE,SHANK:ARMOR,PETE,DARKWING_DUCK::FALSE,GADGET_HACKWRENCH::FALSE	[boss]BALOO:CHARM,PACHA:SUPPORT,BELLE:SAP,GO_GO:SLOW,KING_LOUIE:SLOW,RON_STOPPABLE:STUN
61	350	6	YELLOW_21	1160	ESPORTS_ARENA_5	BAYMAX:SHIELD,SWEDISH_CHEF::FALSE,SHAN_YU::FALSE,PLEAKLEY:FREEZE	SWEDISH_CHEF:LOBSTER,SCAR:INVIS,MULAN:HEAL_ON_CRIT,JASMINE::FALSE,BASIL:DOT	[boss]JOHN_SILVER:STUDY,MADAM_MIM:DAMAGE,SIMBA_AND_NALA:ARMOR,TIGGER:KNOCKBACK,POWERLINE:DEBUFF_CLEAR,MUSHU:BLIND
62	355	6	YELLOW_22	1175	ESPORTS_ARENA_5	BALOO::FALSE,BELLE:SPEED,MADAM_MIM::FALSE,SYNDROME::FALSE	BARLEY_LIGHTFOOT:QUEST:FALSE,HADES:DOT,VINNY_SANTORINI,KIDA::FALSE,GO_GO::FALSE	[boss]WINNIE_THE_POOH:HEALING,JACK_SKELLINGTON:DOT,JASMINE:ENERGY,FRED_FREDERICKSON:SKILL2,RAYA:ENDURE,CAPTAIN_AMELIA:SKILL
63	360	6	YELLOW_23	1190	ESPORTS_ARENA_5	WINNIE_THE_POOH::FALSE,KIM_POSSIBLE:SCARE,BUNSEN_AND_BEAKER::FALSE,CAPTAIN_HOOK::FALSE	FRED_FREDERICKSON:BLIND,RANDALL_BOGGS::FALSE,DEMONA:SKILL3,ELSA::FALSE,VOYD:ENEMY	[boss]MR_BIG_AND_KOSLOV:SCARED_FROZEN,BELLE:SAP,DEMONA:SCARE,PETE:TANKY,PHIL:TANK,RANDALL_BOGGS:TRUE_DMG
64	365	6	YELLOW_24	1205	ESPORTS_ARENA_5	SHANK:ENERGY,OOGIE_BOOGIE::FALSE,MADAM_MIM:ENERGY,LILO:SCARE	PACHA:SUPPORT,PLEAKLEY:FREEZE,VINNY_SANTORINI:SPEED,HELGA::FALSE,RAPUNZEL::FALSE	[boss]EEYORE:DISABLE_STUN,FRED_FREDERICKSON:BLIND,CAPTAIN_AMELIA:SKILL,SHEGO:FANTASTIC,POWERLINE:BLIND,ROCKETEER:TRUE_DAMAGE
65	370	6	YELLOW_25	1220	ESPORTS_ARENA_5	FOZZIE:SLOW,FRED_FREDERICKSON::FALSE,KIDA:SKILL1_BUFF,SYNDROME:STUDY	CARL:HEAL,PETE::FALSE,GO_GO:SLOW,ROBIN_HOOD::FALSE,JOY:ARMOR	[boss]MR_BIG_AND_KOSLOV:STUDY,DEMONA:SKILL3,JACK_SKELLINGTON:DUCK,KIM_POSSIBLE:SCARE,KRISTOFF_AND_SVEN:HEAL,MISS_PIGGY:KNOCK_BACK
66	375	6	YELLOW_26	1235	ESPORTS_ARENA_5	JAKE_LONG:TANK,PLEAKLEY:FREEZE,VANELLOPE:SLOW,ABU:DAMAGE_REDUCTION	PACHA:SUPPORT,RAYA:BD_GAIN,SHEGO:ENERGIZED,SCROOGE_MCDUCK:PULL_STUN,DUFF_KILLIGAN:TANKY	[boss]CHEF_SKINNER:TANK,SWEDISH_CHEF:LOBSTER,JACK_SPARROW:HP,SHEGO:FANTASTIC,MILO_THATCH:STUDY,TWENTY_TWO:SLOW
67	380	6	YELLOW_27	1250	ESPORTS_ARENA_5	RALPH:LONGER_STUNS,GADGET_HACKWRENCH:SKILL2,TIMON_AND_PUMBAA:CONTROL,ARIEL:SHIELD	OOGIE_BOOGIE:POWER,MEILIN_LEE:TANKY,NICK_WILDE:CHARM,SIMBA_AND_NALA:ARMOR,WINIFRED_SANDERSON:SP	[boss]OLAF:ENERGY,FELIX:ANGER,ZEUS:BETTER_SAP,MIKE:FANTASTIC_DAMAGE,FLIK:ENERGY,RAYA:ENDURE
68	385	6	YELLOW_28	1265	ESPORTS_ARENA_5	PACHA:SUPPORT,NEGADUCK:TANKY,GO_GO:SLOW,TIMON_AND_PUMBAA:SKILL2	QUASIMODO:SHATTER,AGENT_P:STUN,PRINCESS_AURORA:REALITY_DECREASE,TIANA:CHARM_BUFF,JAKE_LONG:HEAL	[boss]MONKEY_FIST:DAMAGE,CHEF_SKINNER:DAMAGE,PRINCE_PHILLIP:TANK,NEGADUCK:WEAKNESS,ABU:HEAL,CINDERELLA:SHIELDS
69	390	6	YELLOW_29	1280	ESPORTS_ARENA_5	MEILIN_LEE:TANKY,TIGGER:ENERGY,BUZZ:ATTACK_SPEED,FEAR:HARDY	HADES:DOT,CAPTAIN_AMELIA:SKILL,PEGASUS:DETERMINATION,NEGADUCK:WEAKNESS,TIGGER:KNOCKBACK	[boss]LITTLE_JOHN:EXTRA_SHIELD,AUDREY_RAMIREZ:SHIELD,FLASH:SLOW,MONKEY_FIST:SUPPORT,RON_STOPPABLE:STUN,LUCA_AND_ALBERTO:SHIELDS
70	395	6	YELLOW_30	1295	ESPORTS_ARENA_5	LITTLE_JOHN:EXTRA_SHIELD,MOTHER_GOTHEL:ENDURE,HELGA:BERSERK,STATLER_AND_WALDORF:SKILL2_BUFF	SWEETUMS:FATIGUE,DUKE_CABOOM:CONTROL,AUDREY_RAMIREZ:STUN,ZEUS:BETTER_SAP,SHEGO:FANTASTIC	[boss]QUEEN_OF_HEARTS:STUN,SHEGO:FANTASTIC,GADGET_HACKWRENCH:ENERGY_GAIN,COGSWORTH_AND_LUMIERE:SPEED,JUMBA:PRECISE,BAYMAX:SHIELD
71	400	6	EMERALD	1310	ESPORTS_ARENA_5	MEILIN_LEE:SHIELDS,DASH:ENERGY,THE_UNDERMINER:BD,MAD_HATTER:CHARMED	CLAWHAUSER:DPS,COGSWORTH_AND_LUMIERE:DOT,NEGADUCK:TANKY,ROSE:SKILL1_BUFF,ANNA:TANK	[boss]HADES:TANK,RALPH:LONGER_STUNS,MONKEY_FIST:DAMAGE,MUSHU:CRIT,LUCA_AND_ALBERTO:SHIELDS,GADGET_HACKWRENCH:ENERGY_GAIN
72	405	6	EMERALD_1	1325	ESPORTS_ARENA_5	JAKE_LONG:TANK,JESSIE:JUMP_EARLY,KUZCO:HEALING,COLETTE:SKILL1_BUFF	MEILIN_LEE:TANKY,MR_INCREDIBLE:ARMOR_SHREAD,JACK_SPARROW:NORMAL_DAMAGE,EVIL_QUEEN:SPEED,HANK_AND_DORY:DISABLE	[boss]DANTE:TANK,NEGADUCK:WEAKNESS,ELASTIGIRL:DEBUFF,LINGUINI_AND_REMY:SUPPORT,MAGICA_DE_SPELL:INVISIBLE,GASTON:DISABLES
73	410	6	EMERALD_2	1340	ESPORTS_ARENA_5	PACHA:TANK,RALPH:LONGER_STUNS,ROCKETEER:SKILL1,ROBIN_HOOD:STEAL	CARL:HEAL,MULAN:HEAL_ON_CRIT,WASABI:SKILL1,ANIMAL:CHARM_COUNTER,WOODY:FAST_ENERGY	[boss]BARLEY_LIGHTFOOT:SKILL1,ROCKETEER:TRUE_DAMAGE,DUCKY_AND_BUNNY:CONTROL,ROSE:COMBO,MINNIE_MOUSE:CHARM,MISS_PIGGY:KNOCK_BACK
74	415	6	EMERALD_3	1355	ESPORTS_ARENA_5	FELIX:ANGER,PETER_PAN:SKILL1,ZEUS:BETTER_SAP,THE_HORNED_KING:SCARE	SADNESS:SORROW,MR_INCREDIBLE:WEAK_ALLIES,JESSIE:DODGE,YAX:SLOW,DONALD_DUCK:TRUE	[boss]OLAF:ENERGY,MEILIN_LEE:SHIELDS,JESSIE:DODGE,ALADDIN:REGEN,VOYD:ENEMY,VANELLOPE:SLOW
